high scan speed (mm/s) and hatch spacing (mm),shap,lowess high scan speed (mm/s) and hatch spacing (mm),lowess shap,low scan speed (mm/s) and hatch spacing (mm),shap,lowess low scan speed (mm/s) and hatch spacing (mm),lowess shap
0.065,-0.08402921259403229,0.14,0.014686828038613696,,,,
0.13,0.013686217367649078,0.14,0.014686828038613696,,,,
0.075,-0.010815951973199844,0.14,0.014686828038613696,,,,
0.12,0.011392422020435333,0.14,0.014686828038613696,,,,
0.25,0.009300578385591507,0.14,0.014686828038613696,,,,
0.14,0.01559949666261673,0.14,0.014686828038613696,,,,
0.15,0.009121933951973915,0.14,0.014686828038613696,,,,
0.12,0.025830719619989395,0.14,0.014686828038613696,,,,
0.09,0.008157707750797272,0.14,0.014686828038613696,,,,
0.09,-0.008777344599366188,0.14,0.014686828038613696,,,,
0.1,-0.03347189724445343,0.14,0.014686828038613696,,,,
0.1,-0.003538459539413452,0.15,0.016080938550550376,,,,
0.0975,0.021162889897823334,0.15,0.016080938550550376,,,,
0.12,0.029422380030155182,0.15,0.016080938550550376,,,,
0.13,0.012730633839964867,0.15,0.016080938550550376,,,,
0.07,0.004169020801782608,0.15,0.016080938550550376,,,,
0.07,-0.004149839282035828,0.15,0.016080938550550376,,,,
0.07,-0.00214471947401762,0.15,0.016080938550550376,,,,
0.157,-0.01890183612704277,0.15,0.016080938550550376,,,,
0.07,-0.005052872002124786,0.15,0.016080938550550376,,,,
0.13,-0.003541320562362671,0.15,0.016080938550550376,,,,
0.06,0.01380273699760437,0.15,0.016080938550550376,,,,
0.06,-0.0006764456629753113,0.15,0.016080938550550376,,,,
0.07,-0.0032397210597991943,0.15,0.016080938550550376,,,,
0.13,-0.01132122427225113,0.15,0.016080938550550376,,,,
0.15,0.007467352319508791,0.15,0.016080938550550376,,,,
0.09,0.00948387011885643,0.15,0.016080938550550376,,,,
0.13,0.005081877112388611,0.15,0.016080938550550376,,,,
0.04,-0.026928961277008057,0.15,0.016080938550550376,,,,
0.14,0.02378510683774948,0.15,0.016080938550550376,,,,
0.1,0.0007891654968261719,0.15,0.016080938550550376,,,,
0.11,-0.0072328029200434685,0.15,0.016080938550550376,,,,
0.12,0.011455514468252659,0.15,0.016080938550550376,,,,
0.08,-0.0012966766953468323,0.15,0.016080938550550376,,,,
0.13,0.017876330763101578,0.15,0.016080938550550376,,,,
0.04,-0.014123407192528248,0.15,0.016080938550550376,,,,
0.04,-0.020695801824331284,0.15,0.016080938550550376,,,,
0.078,-0.00873354822397232,0.15,0.016080938550550376,,,,
0.1,-0.00532463937997818,0.15,0.016080938550550376,,,,
0.14,0.003056369721889496,0.15,0.016080938550550376,,,,
0.13,0.0004871245473623276,0.15,0.016080938550550376,,,,
0.19,-0.021454764530062675,0.15,0.016080938550550376,,,,
0.07,-0.004821648821234703,0.15,0.016080938550550376,,,,
0.1,0.0056955814361572266,0.15,0.016080938550550376,,,,
0.12,0.023767216131091118,0.15,0.016080938550550376,,,,
0.125,0.001582816243171692,0.15,0.016080938550550376,,,,
0.07,0.01809522695839405,0.15,0.016080938550550376,,,,
0.09,-0.007046205922961235,0.15,0.016080938550550376,,,,
0.12,0.017079979181289673,0.15,0.016080938550550376,,,,
0.1,0.007366612553596497,0.15,0.016080938550550376,,,,
0.04,-0.026280373334884644,0.15,0.016080938550550376,,,,
0.11,0.0018713921308517456,0.15,0.016080938550550376,,,,
0.14,0.008887223899364471,0.15,0.016080938550550376,,,,
0.12,0.02612902969121933,0.15,0.016080938550550376,,,,
0.15,0.009512579999864101,0.15,0.016080938550550376,,,,
0.209,0.023986786603927612,0.15,0.016080938550550376,,,,
0.08,-0.04344402998685837,0.15,0.016080938550550376,,,,
0.1,0.0044844187796115875,0.15,0.016080938550550376,,,,
0.09,-0.002012927085161209,0.15,0.016080938550550376,,,,
0.13,0.011573415249586105,0.15,0.016080938550550376,,,,
0.13,0.0018713399767875671,0.156,0.015866521979846913,,,,
0.04,-0.014014631509780884,0.157,0.01580451500123514,,,,
0.23,0.008472874760627747,0.157,0.01580451500123514,,,,
0.09,-0.002407766878604889,0.157,0.01580451500123514,,,,
0.13,-0.005532070994377136,0.157,0.01580451500123514,,,,
0.1,-0.008757216855883598,0.157,0.01580451500123514,,,,
0.1,0.0015241429209709167,0.16,0.0156312289989734,,,,
0.08,-0.0016464442014694214,0.16,0.0156312289989734,,,,
0.06,-0.0011605899780988693,0.17,0.015202537016921595,,,,
0.1,-0.014329048804938793,0.173,0.015036616053732374,,,,
0.08,-0.0013813525438308716,0.19,0.013779426146969287,,,,
0.09,0.0029957517981529236,0.19,0.013779426146969287,,,,
0.36,4.911795258522034e-06,0.19,0.013779426146969287,,,,
0.06,-0.021438367664813995,0.19,0.013779426146969287,,,,
0.08,-0.001325555145740509,0.194,0.013490845055921375,,,,
0.06,-0.002213701605796814,0.2,0.013096895612386205,,,,
0.04,-0.01906517893075943,0.2,0.013096895612386205,,,,
0.08,0.003216087818145752,0.2,0.013096895612386205,,,,
0.035,0.015378906391561031,0.2,0.013096895612386205,,,,
0.12,0.015947183594107628,0.2,0.013096895612386205,,,,
0.11,-0.01697341352701187,0.2,0.013096895612386205,,,,
0.09,-0.008355703204870224,0.2,0.013096895612386205,,,,
0.1,-0.007945453748106956,0.2,0.013096895612386205,,,,
0.13,0.018271829932928085,0.2,0.013096895612386205,,,,
0.04,-0.003761308267712593,0.2,0.013096895612386205,,,,
0.15,0.011243567802011967,0.209,0.01257470431099939,,,,
0.13,0.006494423374533653,0.21,0.012520402805791626,,,,
0.1,0.005238562822341919,0.214,0.01230819089189382,,,,
0.08,-0.0038401558995246887,0.23,0.011431251029308455,,,,
0.12,0.008618999272584915,0.24,0.010476649799417963,,,,
0.13,0.004973467439413071,0.24,0.010476649799417963,,,,
0.1,0.0038955211639404297,0.25,0.009374548399474318,,,,
0.15,0.0136411152780056,0.265,0.007919281436097743,,,,
0.06,-0.006503798067569733,0.347,0.0008059443350085897,,,,
0.08,0.004110544919967651,0.36,-0.00014174506652599454,,,,
0.09,0.0030660107731819153,0.36,-0.00014174506652599454,,,,
0.095,0.01810116320848465,0.429,-0.005017101577716817,,,,
0.1,0.0074300095438957214,0.469,-0.007841383149200305,,,,
