high scan speed (mm/s) and hatch spacing (mm),shap,lowess high scan speed (mm/s) and hatch spacing (mm),lowess shap,low scan speed (mm/s) and hatch spacing (mm),shap,lowess low scan speed (mm/s) and hatch spacing (mm),lowess shap
0.12,0.011601418256759644,0.08,-0.002806211761557715,0.1,0.02118794247508049,0.09,0.0045966881604418254
0.1,0.0070249661803245544,0.08,-0.002806211761557715,0.12,0.005554388742893934,0.09,0.0045966881604418254
0.06,-0.012164749205112457,0.08,-0.002806211761557715,0.06,0.02812209725379944,0.09,0.0045966881604418254
0.1,-0.0070874691009521484,0.08,-0.002806211761557715,0.04,0.029294120147824287,0.09,0.0045966881604418254
0.042,0.07785429060459137,0.08,-0.002806211761557715,0.09,0.005579855293035507,0.09,0.0045966881604418254
0.09,-0.014585117809474468,0.08,-0.002806211761557715,0.13,-0.0013217255473136902,0.09,0.0045966881604418254
0.09,-0.002165466547012329,0.08,-0.002806211761557715,0.14,-0.05939256399869919,0.09,0.0045966881604418254
0.1,-0.003919392824172974,0.08,-0.002806211761557715,0.06,0.007910959422588348,0.09,0.0045966881604418254
0.14,0.02360912412405014,0.08,-0.002806211761557715,0.1,-0.013295725919306278,0.09,0.0045966881604418254
0.04,-0.003814052790403366,0.08,-0.002806211761557715,0.12,-0.08440054953098297,0.09,0.0045966881604418254
0.06,0.02325287275016308,0.08,-0.002806211761557715,0.11,-0.003093141131103039,0.09,0.0045966881604418254
0.12,0.026242874562740326,0.08,-0.002806211761557715,0.12,-0.05880056321620941,0.09,0.0045966881604418254
0.15,0.014900674112141132,0.08,-0.002806211761557715,0.114,-0.06469985842704773,0.09,0.0045966881604418254
0.05,0.00397905707359314,0.08,-0.002806211761557715,0.12,-0.030797624960541725,0.09,0.0045966881604418254
0.13,0.008266746997833252,0.08,-0.002806211761557715,0.04,0.0160035640001297,0.09,0.0045966881604418254
0.06,0.022157685831189156,0.08,-0.002806211761557715,0.1,0.017595987766981125,0.09,0.0045966881604418254
0.12,0.010632667690515518,0.08,-0.002806211761557715,0.12,-0.0639437884092331,0.09,0.0045966881604418254
0.061,0.008386842906475067,0.08,-0.002806211761557715,0.12,-0.035154521465301514,0.09,0.0045966881604418254
0.11,0.0027507729828357697,0.08,-0.002806211761557715,0.07,0.0017456563655287027,0.09,0.0045966881604418254
0.1,0.012979595921933651,0.08,-0.002806211761557715,0.14,0.012240573763847351,0.09,0.0045966881604418254
0.12,0.02029302716255188,0.08,-0.002806211761557715,0.05,0.02740141935646534,0.09,0.0045966881604418254
0.13,0.006437494419515133,0.08,-0.002806211761557715,0.12,-0.058646559715270996,0.09,0.0045966881604418254
0.13,0.006692530587315559,0.08,-0.002806211761557715,0.13,-0.032323360443115234,0.09,0.0045966881604418254
0.14,0.003727175295352936,0.08,-0.002806211761557715,0.13,-0.003240913152694702,0.09,0.0045966881604418254
0.07,-0.006516695022583008,0.08,-0.002806211761557715,0.12,-0.026461534202098846,0.09,0.0045966881604418254
0.105,0.003298848867416382,0.08,-0.002806211761557715,0.11,0.01264319196343422,0.09,0.0045966881604418254
0.16,0.009228192269802094,0.085,-0.002324529555732441,0.1,-0.011391352862119675,0.095,0.001064411628042722
0.1,-0.0019797012209892273,0.085,-0.002324529555732441,0.07,0.006579406559467316,0.095,0.001064411628042722
0.07,0.0040288083255290985,0.085,-0.002324529555732441,0.065,0.09109818935394287,0.095,0.001064411628042722
0.1,-0.010784346610307693,0.085,-0.002324529555732441,0.12,-0.015435781329870224,0.095,0.001064411628042722
0.095,0.016621291637420654,0.085,-0.002324529555732441,0.04,0.04464482516050339,0.095,0.001064411628042722
0.1,0.0017776116728782654,0.085,-0.002324529555732441,0.09,0.008752107620239258,0.095,0.001064411628042722
0.069,0.001504344865679741,0.086,-0.0022111679152686707,0.1,-0.012160375714302063,0.095,0.001064411628042722
0.14,0.0016575604677200317,0.087,-0.002073445016081575,0.05,0.0003685951232910156,0.095,0.001064411628042722
0.15,0.01520870253443718,0.088,-0.0018928277749493299,0.1,0.03099074400961399,0.095,0.001064411628042722
0.085,-0.008927036076784134,0.09,-0.0013975699004827222,0.1,-0.012104928493499756,0.1,-0.0040594571420643644
0.1,-0.0038873106241226196,0.09,-0.0013975699004827222,0.12,-0.022901348769664764,0.1,-0.0040594571420643644
0.14,0.013995073735713959,0.09,-0.0013975699004827222,0.06,-0.00015606731176376343,0.1,-0.0040594571420643644
0.13,0.002727549523115158,0.09,-0.0013975699004827222,0.12,-0.011177441105246544,0.1,-0.0040594571420643644
0.12,0.03206565976142883,0.09,-0.0013975699004827222,0.04,0.06504718959331512,0.1,-0.0040594571420643644
0.15,0.015828382223844528,0.09,-0.0013975699004827222,0.09,0.007962767034769058,0.1,-0.0040594571420643644
0.14,0.014559216797351837,0.09,-0.0013975699004827222,0.1,-0.01425313949584961,0.1,-0.0040594571420643644
0.13,0.0011609643697738647,0.09,-0.0013975699004827222,0.1,0.016239650547504425,0.1,-0.0040594571420643644
0.12,0.007632937282323837,0.09,-0.0013975699004827222,0.12,-0.04949289560317993,0.1,-0.0040594571420643644
0.036,-0.03616241365671158,0.09,-0.0013975699004827222,0.135,-0.029756076633930206,0.1,-0.0040594571420643644
0.12,0.006728909909725189,0.09,-0.0013975699004827222,0.09,-0.0019776560366153717,0.1,-0.0040594571420643644
0.1,0.0005123019218444824,0.09,-0.0013975699004827222,0.155,-0.035358838737010956,0.1,-0.0040594571420643644
0.1,-0.013246729969978333,0.09,-0.0013975699004827222,0.12,-0.030585050582885742,0.1,-0.0040594571420643644
0.12,0.023696616291999817,0.09,-0.0013975699004827222,0.106,-4.991726018488407e-05,0.1,-0.0040594571420643644
0.13,0.011721936985850334,0.09,-0.0013975699004827222,0.12,-0.10652337968349457,0.1,-0.0040594571420643644
0.07,0.013439241796731949,0.09,-0.0013975699004827222,0.08,-0.002466857433319092,0.1,-0.0040594571420643644
0.11,-0.0017625540494918823,0.09,-0.0013975699004827222,0.09,-0.009050734341144562,0.1,-0.0040594571420643644
0.14,0.0036041056737303734,0.09,-0.0013975699004827222,0.07,0.01685601845383644,0.1,-0.0040594571420643644
0.06,-0.00023777037858963013,0.09,-0.0013975699004827222,0.065,0.1077432781457901,0.1,-0.0040594571420643644
0.2,-0.0016206614673137665,0.09,-0.0013975699004827222,0.12,-0.018142588436603546,0.1,-0.0040594571420643644
0.1,0.0015120580792427063,0.09,-0.0013975699004827222,0.12,-0.018556691706180573,0.1,-0.0040594571420643644
0.11,-0.001404639333486557,0.09,-0.0013975699004827222,0.06,0.029522785916924477,0.1,-0.0040594571420643644
0.09,-0.010399272665381432,0.09,-0.0013975699004827222,0.07,0.015767693519592285,0.1,-0.0040594571420643644
0.13,0.019777309149503708,0.09,-0.0013975699004827222,0.12,-0.004053699783980846,0.1,-0.0040594571420643644
0.1,0.0014069564640522003,0.09,-0.0013975699004827222,0.126,0.05338745191693306,0.1,-0.0040594571420643644
0.13,0.02524547278881073,0.09,-0.0013975699004827222,0.1,0.022383596748113632,0.1,-0.0040594571420643644
0.07,-0.006252877414226532,0.09,-0.0013975699004827222,0.04,0.06052244082093239,0.1,-0.0040594571420643644
0.13,0.016174685209989548,0.09,-0.0013975699004827222,0.075,0.00020067021250724792,0.1,-0.0040594571420643644
0.07,-0.00035190582275390625,0.09,-0.0013975699004827222,0.13,-0.004083223640918732,0.1,-0.0040594571420643644
0.1,-0.0070952679961919785,0.09,-0.0013975699004827222,0.12,-0.006885349750518799,0.1,-0.0040594571420643644
0.13,0.010938955470919609,0.09,-0.0013975699004827222,0.1,0.014500269666314125,0.1,-0.0040594571420643644
0.1,-0.00673598051071167,0.09,-0.0013975699004827222,0.05,0.03428053483366966,0.1,-0.0040594571420643644
0.11,-0.002711854875087738,0.09,-0.0013975699004827222,0.12,-0.017332375049591064,0.1,-0.0040594571420643644
0.14,0.015347098931670189,0.09,-0.0013975699004827222,0.095,-0.016857847571372986,0.1,-0.0040594571420643644
0.077,-0.01725483499467373,0.09,-0.0013975699004827222,0.12,-0.05270349234342575,0.1,-0.0040594571420643644
0.1,-0.002696070820093155,0.09,-0.0013975699004827222,0.106,-0.004114855080842972,0.1,-0.0040594571420643644
0.08,0.0028825365006923676,0.09,-0.0013975699004827222,0.07,-0.0019736215472221375,0.1,-0.0040594571420643644
0.1,-0.0001966431736946106,0.09,-0.0013975699004827222,0.05,-0.011763244867324829,0.1,-0.0040594571420643644
0.08,-0.028745483607053757,0.09,-0.0013975699004827222,0.1,-0.017035700380802155,0.1,-0.0040594571420643644
0.095,0.003597348928451538,0.09,-0.0013975699004827222,0.1,-0.011174526065587997,0.1,-0.0040594571420643644
0.15,0.011917408555746078,0.09,-0.0013975699004827222,0.1,-0.03681968152523041,0.1,-0.0040594571420643644
0.045,-0.026960767805576324,0.09,-0.0013975699004827222,0.11,0.019560322165489197,0.1,-0.0040594571420643644
0.06,-0.02804572507739067,0.09,-0.0013975699004827222,0.12,-0.034336306154727936,0.1,-0.0040594571420643644
0.11,0.0012807697057724,0.09,-0.0013975699004827222,0.09,0.006159000098705292,0.1,-0.0040594571420643644
0.04,-0.01115131750702858,0.09,-0.0013975699004827222,0.08,0.03725210204720497,0.1,-0.0040594571420643644
0.05,0.0016931891441345215,0.09,-0.0013975699004827222,0.11,0.005606032907962799,0.1,-0.0040594571420643644
0.12,0.03194482624530792,0.09,-0.0013975699004827222,0.14,-0.032416485249996185,0.1,-0.0040594571420643644
0.1,-0.007669460028409958,0.09,-0.0013975699004827222,0.06,-0.0006836876273155212,0.1,-0.0040594571420643644
0.09,0.011151904240250587,0.09,-0.0013975699004827222,0.11,-0.0023919371888041496,0.1,-0.0040594571420643644
0.12,0.01324007660150528,0.09,-0.0013975699004827222,0.11,0.010027555748820305,0.1,-0.0040594571420643644
0.09,0.0065150186419487,0.09,-0.0013975699004827222,0.14,-0.037032440304756165,0.1,-0.0040594571420643644
0.14,0.008109582588076591,0.09,-0.0013975699004827222,0.08,-0.002972215414047241,0.1,-0.0040594571420643644
0.1,-0.022813905030488968,0.09,-0.0013975699004827222,0.095,-0.0006716325879096985,0.1,-0.0040594571420643644
0.04,-0.013299815356731415,0.09,-0.0013975699004827222,0.095,0.021660611033439636,0.1,-0.0040594571420643644
0.11,-0.004423558712005615,0.09,-0.0013975699004827222,0.12,-0.024319663643836975,0.1,-0.0040594571420643644
0.07,0.00040445849299430847,0.09,-0.0013975699004827222,0.095,-0.046057164669036865,0.1,-0.0040594571420643644
0.1,0.010544069111347198,0.09,-0.0013975699004827222,0.115,0.0023005567491054535,0.1,-0.0040594571420643644
0.06,-0.015761233866214752,0.09,-0.0013975699004827222,0.05,-0.0013104155659675598,0.1,-0.0040594571420643644
0.13,-0.015083840116858482,0.09,-0.0013975699004827222,0.1,0.01179380714893341,0.1,-0.0040594571420643644
0.095,0.018568910658359528,0.09,-0.0013975699004827222,0.06,-0.015565529465675354,0.1,-0.0040594571420643644
0.05,0.00180894136428833,0.09,-0.0013975699004827222,0.04,0.027725033462047577,0.1,-0.0040594571420643644
0.12,0.005008410662412643,0.09,-0.0013975699004827222,0.09,0.004261024296283722,0.1,-0.0040594571420643644
0.1,0.0130973681807518,0.09,-0.0013975699004827222,0.05,0.01276411022990942,0.1,-0.0040594571420643644
0.15,0.012405242770910263,0.09,-0.0013975699004827222,0.1,0.0047791749238967896,0.1,-0.0040594571420643644
0.08,0.00067177414894104,0.09,-0.0013975699004827222,0.12,0.0015397071838378906,0.1,-0.0040594571420643644
0.1,0.0026673153042793274,0.09,-0.0013975699004827222,0.065,0.08941960334777832,0.1,-0.0040594571420643644
0.12,0.010244820266962051,0.09,-0.0013975699004827222,0.065,0.07833165675401688,0.1,-0.0040594571420643644
0.14,0.0023878617212176323,0.09,-0.0013975699004827222,0.09,-0.005673505365848541,0.105,-0.008255386433145592
0.1,-0.004393037408590317,0.09,-0.0013975699004827222,0.12,-0.013491647318005562,0.105,-0.008255386433145592
0.1,0.010989319533109665,0.09,-0.0013975699004827222,0.12,-0.0395846962928772,0.106,-0.00911329095036352
0.1,-0.006837300956249237,0.09,-0.0013975699004827222,0.065,0.08206822723150253,0.106,-0.00911329095036352
0.05,-0.00769217312335968,0.092,-0.001069508632632243,0.12,-0.017935290932655334,0.106,-0.00911329095036352
0.13,0.024098433554172516,0.094,-0.000715724377486174,0.06,0.033632293343544006,0.106,-0.00911329095036352
0.13,0.019900493323802948,0.095,-0.0005210005750835682,0.1,0.00815165787935257,0.11,-0.011983871977580877
0.1,-0.005235388875007629,0.095,-0.0005210005750835682,0.09,0.0025397147983312607,0.11,-0.011983871977580877
0.08,-0.003684692084789276,0.095,-0.0005210005750835682,0.09,0.00951983779668808,0.11,-0.011983871977580877
0.09,-0.013373925350606441,0.095,-0.0005210005750835682,0.065,0.08014870434999466,0.11,-0.011983871977580877
0.05,-0.00045252591371536255,0.095,-0.0005210005750835682,0.12,-0.060479313135147095,0.11,-0.011983871977580877
0.12,0.022412767633795738,0.095,-0.0005210005750835682,0.09,-0.0013684332370758057,0.11,-0.011983871977580877
0.12,0.007104407995939255,0.095,-0.0005210005750835682,0.14,0.013526976108551025,0.11,-0.011983871977580877
0.03,-0.019571935757994652,0.095,-0.0005210005750835682,0.07,-0.01634947955608368,0.11,-0.011983871977580877
0.1,0.0001434609293937683,0.095,-0.0005210005750835682,0.09,-0.007316721603274345,0.11,-0.011983871977580877
0.1,0.004984509199857712,0.095,-0.0005210005750835682,0.065,0.0946911871433258,0.11,-0.011983871977580877
0.13,0.008964929729700089,0.095,-0.0005210005750835682,0.06,0.032087165862321854,0.11,-0.011983871977580877
0.157,-0.020712409168481827,0.095,-0.0005210005750835682,0.065,0.0829351618885994,0.11,-0.011983871977580877
0.12,0.006642702966928482,0.095,-0.0005210005750835682,0.12,-0.03116545081138611,0.11,-0.011983871977580877
0.1,-0.00537702813744545,0.095,-0.0005210005750835682,0.04,0.02369173802435398,0.11,-0.011983871977580877
0.11,-0.0016422271728515625,0.0975,3.814454293612956e-05,0.065,0.08283621817827225,0.11,-0.011983871977580877
0.12,0.014210373163223267,0.0975,3.814454293612956e-05,0.14,-0.028192058205604553,0.11,-0.011983871977580877
0.08,-0.007831759750843048,0.0975,3.814454293612956e-05,0.08,-0.005013026297092438,0.11,-0.011983871977580877
0.05,-0.010563839226961136,0.0975,3.814454293612956e-05,0.11,0.005394048988819122,0.11,-0.011983871977580877
0.15,0.034150004386901855,0.0975,3.814454293612956e-05,0.06,0.01245533861219883,0.11,-0.011983871977580877
0.1,0.00029278919100761414,0.0975,3.814454293612956e-05,0.12,-0.006875223945826292,0.11,-0.011983871977580877
0.1,0.002076307311654091,0.0975,3.814454293612956e-05,0.065,0.08457242697477341,0.11,-0.011983871977580877
0.2,-0.0008719600737094879,0.099,0.0004652680914084994,0.065,0.07723116874694824,0.11,-0.011983871977580877
0.14,0.0038438201881945133,0.1,0.0008020501109664823,0.08,0.017824579030275345,0.11,-0.011983871977580877
0.11,0.0024338699877262115,0.1,0.0008020501109664823,0.065,0.0630664974451065,0.11,-0.011983871977580877
0.12,0.016605444252490997,0.1,0.0008020501109664823,0.06,-4.7460198402404785e-06,0.11,-0.011983871977580877
0.12,0.009894931688904762,0.1,0.0008020501109664823,0.1,-0.017026372253894806,0.11,-0.011983871977580877
0.15,0.05290548503398895,0.1,0.0008020501109664823,0.12,-0.06279516220092773,0.11,-0.011983871977580877
0.09,0.004874959588050842,0.1,0.0008020501109664823,0.12,-0.02830445021390915,0.11,-0.011983871977580877
0.1,0.006336301565170288,0.1,0.0008020501109664823,0.12,-0.03480544313788414,0.11,-0.011983871977580877
0.08,-0.013238281011581421,0.1,0.0008020501109664823,0.08,0.0179399773478508,0.11,-0.011983871977580877
0.1,0.0028924057260155678,0.1,0.0008020501109664823,0.03,-0.010222459211945534,0.11,-0.011983871977580877
0.1,-0.0007477030158042908,0.1,0.0008020501109664823,0.07,-0.002099648118019104,0.11,-0.011983871977580877
0.1,-0.0012103188782930374,0.1,0.0008020501109664823,0.04,0.03906954079866409,0.111,-0.012597156126816379
0.12,0.0035814503207802773,0.1,0.0008020501109664823,0.06,0.002122099045664072,0.114,-0.014516436209261081
0.214,0.01025315374135971,0.1,0.0008020501109664823,0.04,0.045629218220710754,0.114,-0.014516436209261081
0.07,-0.007259611040353775,0.1,0.0008020501109664823,0.06,0.0009344518184661865,0.115,-0.015217382016870793
0.078,-0.002293728291988373,0.1,0.0008020501109664823,0.08,-0.018694404512643814,0.115,-0.015217382016870793
0.13,0.02048681676387787,0.1,0.0008020501109664823,0.135,-0.04538584500551224,0.12,-0.01775654894584147
0.05,-0.014929190278053284,0.1,0.0008020501109664823,0.1,-0.020555496215820312,0.12,-0.01775654894584147
0.15,0.016675276681780815,0.1,0.0008020501109664823,0.065,0.09378205239772797,0.12,-0.01775654894584147
0.07,-0.05241959169507027,0.1,0.0008020501109664823,0.1,-0.008935290388762951,0.12,-0.01775654894584147
0.065,0.014010795392096043,0.1,0.0008020501109664823,0.12,-0.0011743400245904922,0.12,-0.01775654894584147
0.07,0.0016574710607528687,0.1,0.0008020501109664823,0.06,0.012505978345870972,0.12,-0.01775654894584147
0.14,0.001140969223342836,0.1,0.0008020501109664823,0.09,0.019647419452667236,0.12,-0.01775654894584147
0.13,0.01818736456334591,0.1,0.0008020501109664823,0.12,0.005659617483615875,0.12,-0.01775654894584147
0.12,0.022877544164657593,0.1,0.0008020501109664823,0.05,0.04414728283882141,0.12,-0.01775654894584147
0.116,0.013168564066290855,0.1,0.0008020501109664823,0.04,0.037154048681259155,0.12,-0.01775654894584147
0.14,0.013695970177650452,0.1,0.0008020501109664823,0.13,-0.048809632658958435,0.12,-0.01775654894584147
0.12,0.015324544161558151,0.1,0.0008020501109664823,0.09,0.009587675333023071,0.12,-0.01775654894584147
0.15,0.029438547790050507,0.1,0.0008020501109664823,0.09,0.0038345828652381897,0.12,-0.01775654894584147
0.1,0.010990690439939499,0.1,0.0008020501109664823,0.1,-0.0012335609644651413,0.12,-0.01775654894584147
0.12,0.03202083706855774,0.1,0.0008020501109664823,0.1,-0.0008134841918945312,0.12,-0.01775654894584147
0.04,0.008943978697061539,0.1,0.0008020501109664823,0.1,0.02459537610411644,0.12,-0.01775654894584147
0.12,0.016649939119815826,0.1,0.0008020501109664823,0.1,-0.01902833580970764,0.12,-0.01775654894584147
0.1,-0.005777215585112572,0.1,0.0008020501109664823,0.09,0.012092150747776031,0.12,-0.01775654894584147
0.09,-0.006484811194241047,0.1,0.0008020501109664823,0.12,-0.06215353310108185,0.12,-0.01775654894584147
0.03,-0.003647690638899803,0.1,0.0008020501109664823,0.12,-0.0372171476483345,0.12,-0.01775654894584147
0.09,-0.0006521046161651611,0.1,0.0008020501109664823,0.065,0.015991346910595894,0.12,-0.01775654894584147
0.09,-0.005970235913991928,0.1,0.0008020501109664823,0.065,0.06177172064781189,0.12,-0.01775654894584147
0.1,-0.016374539583921432,0.1,0.0008020501109664823,0.1,-0.0006666034460067749,0.12,-0.01775654894584147
0.12,0.011843148618936539,0.1,0.0008020501109664823,0.13,0.018399838358163834,0.12,-0.01775654894584147
0.13,0.0071171922609210014,0.1,0.0008020501109664823,0.08,0.006688706576824188,0.12,-0.01775654894584147
0.13,0.0012356322258710861,0.1,0.0008020501109664823,0.06,0.01737423986196518,0.12,-0.01775654894584147
0.14,0.026027895510196686,0.1,0.0008020501109664823,0.11,-0.0034931590780615807,0.12,-0.01775654894584147
0.15,0.010302141308784485,0.1,0.0008020501109664823,0.11,-0.00026407837867736816,0.12,-0.01775654894584147
0.133,0.013922583311796188,0.1,0.0008020501109664823,0.08,-0.0008952990174293518,0.12,-0.01775654894584147
0.12,0.021614886820316315,0.1,0.0008020501109664823,0.06,0.012428969144821167,0.12,-0.01775654894584147
0.1,0.008833274245262146,0.1,0.0008020501109664823,0.12,-0.00616241991519928,0.12,-0.01775654894584147
0.085,0.006016373634338379,0.1,0.0008020501109664823,0.12,-0.0016334587708115578,0.12,-0.01775654894584147
0.13,0.01361527107656002,0.1,0.0008020501109664823,0.12,-0.002311239019036293,0.12,-0.01775654894584147
0.12,0.006295878440141678,0.1,0.0008020501109664823,0.1,0.01323874294757843,0.12,-0.01775654894584147
0.055,-0.017706409096717834,0.1,0.0008020501109664823,0.12,-0.012584956362843513,0.12,-0.01775654894584147
0.07,-0.004588527604937553,0.1,0.0008020501109664823,0.09,-0.015199972316622734,0.12,-0.01775654894584147
0.075,0.001678861677646637,0.1,0.0008020501109664823,0.13,0.01939997263252735,0.12,-0.01775654894584147
0.08,-0.000515379011631012,0.1,0.0008020501109664823,0.12,-0.014076793566346169,0.12,-0.01775654894584147
0.08,-0.015037007629871368,0.1,0.0008020501109664823,0.12,-0.06026497483253479,0.12,-0.01775654894584147
0.11,0.0015867576003074646,0.1,0.0008020501109664823,0.09,0.001844257116317749,0.12,-0.01775654894584147
0.15,0.020917601883411407,0.1,0.0008020501109664823,0.065,0.08329828828573227,0.12,-0.01775654894584147
0.15,0.01715729385614395,0.1,0.0008020501109664823,0.1,-0.008462169207632542,0.12,-0.01775654894584147
0.1,0.0005714036524295807,0.1,0.0008020501109664823,0.04,0.018304752185940742,0.12,-0.01775654894584147
0.08,-0.0049666231498122215,0.1,0.0008020501109664823,0.08,0.024956293404102325,0.12,-0.01775654894584147
0.09,0.006452447734773159,0.1,0.0008020501109664823,0.065,0.07719287276268005,0.12,-0.01775654894584147
0.1,0.0014548152685165405,0.1,0.0008020501109664823,0.12,-0.05969397723674774,0.12,-0.01775654894584147
0.1,0.0054892972111701965,0.1,0.0008020501109664823,0.065,0.07661321014165878,0.12,-0.01775654894584147
0.14,0.01055576279759407,0.1,0.0008020501109664823,0.1,-0.0026708170771598816,0.12,-0.01775654894584147
0.13,0.010669436305761337,0.1,0.0008020501109664823,0.11,0.005792438983917236,0.12,-0.01775654894584147
0.06,0.01686536893248558,0.1,0.0008020501109664823,0.065,0.07294686138629913,0.12,-0.01775654894584147
0.21,0.00542912632226944,0.1,0.0008020501109664823,0.165,-0.03438688814640045,0.12,-0.01775654894584147
0.17,0.019494935870170593,0.1,0.0008020501109664823,0.09,0.009420730173587799,0.12,-0.01775654894584147
0.0975,0.03400640934705734,0.1,0.0008020501109664823,0.065,0.08197978138923645,0.12,-0.01775654894584147
0.15,0.020640555769205093,0.1,0.0008020501109664823,0.1,0.007574447430670261,0.12,-0.01775654894584147
0.05,-0.004073001444339752,0.1,0.0008020501109664823,0.08,0.016284018754959106,0.12,-0.01775654894584147
0.12,0.02389759197831154,0.1,0.0008020501109664823,0.13,0.0044087874703109264,0.12,-0.01775654894584147
0.04,-0.022778302431106567,0.1,0.0008020501109664823,0.12,-0.0586840957403183,0.12,-0.01775654894584147
0.13,0.022528797388076782,0.1,0.0008020501109664823,0.07,0.02136281132698059,0.12,-0.01775654894584147
0.095,-0.005412045866250992,0.1,0.0008020501109664823,0.12,-0.05962146818637848,0.12,-0.01775654894584147
0.07,-0.001654620748013258,0.1,0.0008020501109664823,0.14,-0.026954784989356995,0.12,-0.01775654894584147
0.07,-0.004559911787509918,0.1,0.0008020501109664823,0.065,0.056764353066682816,0.12,-0.01775654894584147
0.07,-0.0019876034930348396,0.1,0.0008020501109664823,0.1,-0.008158702403306961,0.12,-0.01775654894584147
0.1,0.006879851222038269,0.1,0.0008020501109664823,0.12,-0.014899254776537418,0.12,-0.01775654894584147
0.05,-0.006764080375432968,0.1,0.0008020501109664823,0.08,0.009258758276700974,0.12,-0.01775654894584147
0.1,-0.0020155012607574463,0.1,0.0008020501109664823,0.09,0.011464022099971771,0.12,-0.01775654894584147
0.05,0.0424618273973465,0.1,0.0008020501109664823,0.05,0.027940867468714714,0.12,-0.01775654894584147
0.08,0.009796254336833954,0.1,0.0008020501109664823,0.14,-0.027375705540180206,0.12,-0.01775654894584147
0.095,0.022269949316978455,0.1,0.0008020501109664823,0.12,0.002581428736448288,0.12,-0.01775654894584147
0.12,0.02071828581392765,0.1,0.0008020501109664823,0.184,0.022916946560144424,0.12,-0.01775654894584147
0.095,0.018737703561782837,0.1,0.0008020501109664823,0.1,-0.020768001675605774,0.12,-0.01775654894584147
0.07,0.01930215209722519,0.1,0.0008020501109664823,0.065,0.07766386866569519,0.12,-0.01775654894584147
0.09,-0.009824791923165321,0.1,0.0008020501109664823,0.06,-0.0012745894491672516,0.12,-0.01775654894584147
0.095,0.020257025957107544,0.1,0.0008020501109664823,0.065,0.07852525264024734,0.12,-0.01775654894584147
0.06,-0.004257749766111374,0.1,0.0008020501109664823,0.09,0.005522363819181919,0.12,-0.01775654894584147
0.0975,0.013844206929206848,0.1,0.0008020501109664823,0.1,-0.002673409879207611,0.12,-0.01775654894584147
0.13,0.02268606424331665,0.1,0.0008020501109664823,0.12,-0.04209299385547638,0.12,-0.01775654894584147
0.065,-0.0015870220959186554,0.1,0.0008020501109664823,0.11,0.012283612042665482,0.12,-0.01775654894584147
0.07,-0.006349863484501839,0.1,0.0008020501109664823,0.12,-0.0369492769241333,0.12,-0.01775654894584147
0.13,0.022558405995368958,0.1,0.0008020501109664823,0.065,0.08015464246273041,0.12,-0.01775654894584147
0.1,0.0090346559882164,0.1,0.0008020501109664823,0.1,-0.0019318312406539917,0.12,-0.01775654894584147
0.06,0.03100987710058689,0.1,0.0008020501109664823,0.08,0.004817605018615723,0.12,-0.01775654894584147
0.065,-0.004953427240252495,0.1,0.0008020501109664823,0.07,0.0032744333148002625,0.12,-0.01775654894584147
0.19,0.02603037655353546,0.1,0.0008020501109664823,0.02,-0.03904913365840912,0.12,-0.01775654894584147
0.1,-0.0035100840032100677,0.1,0.0008020501109664823,0.07,0.018766608089208603,0.12,-0.01775654894584147
0.12,0.007263237610459328,0.1,0.0008020501109664823,0.138,0.004417063668370247,0.12,-0.01775654894584147
0.1,-0.0030918531119823456,0.1,0.0008020501109664823,0.06,0.009010396897792816,0.12,-0.01775654894584147
0.065,-0.12234511971473694,0.1,0.0008020501109664823,0.02,-0.016315843909978867,0.12,-0.01775654894584147
0.095,-0.026002883911132812,0.1,0.0008020501109664823,0.115,-0.015233680605888367,0.12,-0.01775654894584147
0.06,-0.009516008198261261,0.1,0.0008020501109664823,0.09,0.00936025008559227,0.12,-0.01775654894584147
0.1,0.008933506906032562,0.1,0.0008020501109664823,0.12,-0.06268671154975891,0.12,-0.01775654894584147
0.15,0.025100043043494225,0.1,0.0008020501109664823,0.095,-0.02991345524787903,0.12,-0.01775654894584147
0.08,-0.021606873720884323,0.1,0.0008020501109664823,0.09,0.004087731242179871,0.12,-0.01775654894584147
0.04,-0.01943492516875267,0.1,0.0008020501109664823,0.12,-0.051065072417259216,0.12,-0.01775654894584147
0.13,0.004247574135661125,0.1,0.0008020501109664823,0.06,0.00752110593020916,0.12,-0.01775654894584147
0.04,-0.02995983324944973,0.1,0.0008020501109664823,0.1,-0.02015329897403717,0.12,-0.01775654894584147
0.13,0.0006497353315353394,0.1,0.0008020501109664823,0.11,0.011582138016819954,0.12,-0.01775654894584147
0.12,0.026651710271835327,0.1,0.0008020501109664823,0.124,0.04876980185508728,0.12,-0.01775654894584147
0.13,0.013534758239984512,0.1,0.0008020501109664823,0.11,0.01179247722029686,0.12,-0.01775654894584147
0.1,0.0007825195789337158,0.1,0.0008020501109664823,0.1,0.011759664863348007,0.12,-0.01775654894584147
0.15,0.014084957540035248,0.1,0.0008020501109664823,0.06,-0.001129932701587677,0.12,-0.01775654894584147
0.09,0.00016022473573684692,0.1,0.0008020501109664823,0.075,0.009708739817142487,0.12,-0.01775654894584147
0.14,0.027302324771881104,0.1,0.0008020501109664823,0.12,-0.03783933073282242,0.12,-0.01775654894584147
0.11,-0.00474453903734684,0.1,0.0008020501109664823,0.065,0.06402832269668579,0.124,-0.019789491304103325
