high scan speed (mm/s) and laser power (watt),shap,lowess high scan speed (mm/s) and laser power (watt),lowess shap,medium scan speed (mm/s) and laser power (watt),shap,lowess medium scan speed (mm/s) and laser power (watt),lowess shap,low scan speed (mm/s) and laser power (watt),shap,lowess low scan speed (mm/s) and laser power (watt),lowess shap
200.0,-0.010893044993281364,250.0,0.031198291701242952,150.0,-0.002179432660341263,300.0,-0.0003876931260298153,275.0,-0.06834706664085388,200.0,0.012626744573360394
345.0,0.010547613725066185,250.0,0.031198291701242952,370.0,0.0195801742374897,300.0,-0.0003876931260298153,200.0,0.015026168897747993,200.0,0.012626744573360394
160.0,-0.010853864252567291,250.0,0.031198291701242952,195.0,-0.008166980929672718,300.0,-0.0003876931260298153,60.0,0.039745040237903595,200.0,0.012626744573360394
350.0,0.02290954813361168,250.0,0.031198291701242952,280.0,0.017355062067508698,300.0,-0.0003876931260298153,300.0,0.004566259682178497,200.0,0.012626744573360394
250.0,0.05526401847600937,270.0,0.039562079316575495,179.0,0.05182207003235817,300.0,-0.0003876931260298153,465.0,-0.05234608054161072,200.0,0.012626744573360394
370.0,0.08463910222053528,275.0,0.041207950451371045,475.0,-0.019518697634339333,300.0,-0.0003876931260298153,150.0,0.05816087871789932,200.0,0.012626744573360394
250.0,0.023105405271053314,275.0,0.041207950451371045,300.0,-0.002681668847799301,300.0,-0.0003876931260298153,250.0,-0.018295444548130035,200.0,0.012626744573360394
225.0,0.0119186295196414,275.0,0.041207950451371045,200.0,0.007758576422929764,300.0,-0.0003876931260298153,170.0,0.0351228341460228,200.0,0.012626744573360394
170.0,0.016971489414572716,275.0,0.041207950451371045,150.0,0.013485506176948547,300.0,-0.0003876931260298153,50.0,0.045479901134967804,200.0,0.012626744573360394
370.0,0.06354262679815292,275.0,0.041207950451371045,70.0,0.010263154283165932,300.0,-0.0003876931260298153,200.0,0.021036989986896515,200.0,0.012626744573360394
350.0,0.06586025655269623,275.0,0.041207950451371045,200.0,0.03343407064676285,300.0,-0.0003876931260298153,200.0,0.07172592729330063,200.0,0.012626744573360394
350.0,0.0932823121547699,275.0,0.041207950451371045,200.0,0.005805613473057747,300.0,-0.0003876931260298153,200.0,0.034992799162864685,200.0,0.012626744573360394
250.0,0.04085434600710869,275.0,0.041207950451371045,150.0,0.05565238744020462,300.0,-0.0003876931260298153,200.0,-0.020498670637607574,200.0,0.012626744573360394
350.0,0.056253693997859955,275.0,0.041207950451371045,95.0,-0.0025085434317588806,300.0,-0.0003876931260298153,200.0,0.012957273051142693,200.0,0.012626744573360394
350.0,-0.06818553805351257,275.0,0.041207950451371045,169.0,-0.018764309585094452,300.0,-0.0003876931260298153,200.0,-0.033231377601623535,200.0,0.012626744573360394
350.0,-0.05730737745761871,275.0,0.041207950451371045,150.0,0.0510994978249073,300.0,-0.0003876931260298153,200.0,0.035166457295417786,200.0,0.012626744573360394
200.0,0.01437608152627945,275.0,0.041207950451371045,250.0,0.00028614699840545654,300.0,-0.0003876931260298153,420.0,0.016703471541404724,200.0,0.012626744573360394
200.0,0.0014638248831033707,275.0,0.041207950451371045,200.0,0.015362601727247238,300.0,-0.0003876931260298153,150.0,0.07373099774122238,200.0,0.012626744573360394
500.0,-0.033446770161390305,275.0,0.041207950451371045,169.0,-0.014880339615046978,300.0,-0.0003876931260298153,175.0,0.009858168661594391,200.0,0.012626744573360394
350.0,-0.029642358422279358,275.0,0.041207950451371045,200.0,0.01653820276260376,340.0,-0.0036868584430769804,170.0,0.022219747304916382,200.0,0.012626744573360394
50.0,-0.02703465148806572,275.0,0.041207950451371045,125.0,-0.007521182298660278,340.0,-0.0036868584430769804,175.0,0.0075394101440906525,200.0,0.012626744573360394
250.0,0.04350139573216438,275.0,0.041207950451371045,400.0,0.009589936584234238,350.0,-0.004535355602531558,200.0,0.03356620669364929,200.0,0.012626744573360394
250.0,0.022801019251346588,275.0,0.041207950451371045,140.0,-0.0015346482396125793,350.0,-0.004535355602531558,200.0,-0.026094377040863037,200.0,0.012626744573360394
250.0,-0.007612042129039764,275.0,0.041207950451371045,370.0,0.01197240874171257,350.0,-0.004535355602531558,200.0,0.04096059501171112,200.0,0.012626744573360394
350.0,0.08313952386379242,275.0,0.041207950451371045,100.0,-0.0028930548578500748,350.0,-0.004535355602531558,180.0,0.009869784116744995,200.0,0.012626744573360394
350.0,-0.035232990980148315,275.0,0.041207950451371045,153.0,0.006454823538661003,350.0,-0.004535355602531558,200.0,0.004424057900905609,200.0,0.012626744573360394
200.0,-0.0030361339449882507,275.0,0.041207950451371045,187.5,0.007455749437212944,350.0,-0.004535355602531558,150.0,0.041634537279605865,200.0,0.012626744573360394
350.0,0.046593114733695984,275.0,0.041207950451371045,200.0,-0.039043352007865906,350.0,-0.004535355602531558,200.0,0.06565029919147491,200.0,0.012626744573360394
200.0,0.016874440014362335,275.0,0.041207950451371045,250.0,0.02529909461736679,350.0,-0.004535355602531558,200.0,0.040035903453826904,200.0,0.012626744573360394
200.0,0.005183182656764984,275.0,0.041207950451371045,95.0,-0.06741125136613846,350.0,-0.004535355602531558,200.0,0.03521481156349182,200.0,0.012626744573360394
170.0,0.017425742000341415,275.0,0.041207950451371045,195.0,0.003163263201713562,350.0,-0.004535355602531558,300.0,0.0010688155889511108,200.0,0.012626744573360394
150.0,0.019887730479240417,275.0,0.041207950451371045,350.0,0.0069599151611328125,350.0,-0.004535355602531558,170.0,0.03561381995677948,200.0,0.012626744573360394
200.0,0.012405218556523323,275.0,0.041207950451371045,150.0,0.04913303256034851,350.0,-0.004535355602531558,200.0,0.034640852361917496,200.0,0.012626744573360394
350.0,0.058050550520420074,275.0,0.041207950451371045,182.0,-0.013824953697621822,350.0,-0.004535355602531558,200.0,-0.0027517154812812805,200.0,0.012626744573360394
80.0,-0.07521132379770279,280.0,0.04193739738418547,350.0,0.0024034231901168823,350.0,-0.004535355602531558,370.0,-0.02358183264732361,200.0,0.012626744573360394
250.0,0.04553037881851196,280.0,0.04193739738418547,60.0,0.003865690901875496,350.0,-0.004535355602531558,160.0,0.03401506319642067,200.0,0.012626744573360394
100.0,-0.06744208186864853,280.0,0.04193739738418547,200.0,-0.022044803947210312,350.0,-0.004535355602531558,485.0,-0.040736161172389984,200.0,0.012626744573360394
285.0,0.0705622062087059,280.0,0.04193739738418547,200.0,0.0070390403270721436,350.0,-0.004535355602531558,300.0,-0.02687196247279644,200.0,0.012626744573360394
150.0,-0.08313120901584625,280.0,0.04193739738418547,95.0,0.018586058169603348,350.0,-0.004535355602531558,200.0,0.041984423995018005,200.0,0.012626744573360394
168.0,-0.06948456913232803,280.0,0.04193739738418547,150.0,0.026405803859233856,350.0,-0.004535355602531558,200.0,0.029068227857351303,200.0,0.012626744573360394
250.0,-0.005430839955806732,280.0,0.04193739738418547,350.0,-0.05297694355249405,350.0,-0.004535355602531558,350.0,-0.005408942699432373,200.0,0.012626744573360394
275.0,0.024571679532527924,280.0,0.04193739738418547,150.0,0.006553618237376213,350.0,-0.004535355602531558,200.0,0.06327560544013977,200.0,0.012626744573360394
300.0,0.005461931228637695,280.0,0.04193739738418547,360.0,-0.021554091945290565,360.0,-0.005335123021761998,475.0,-0.008084431290626526,200.0,0.012626744573360394
160.0,-0.004145704209804535,280.0,0.04193739738418547,225.0,-0.002625938504934311,360.0,-0.005335123021761998,120.0,0.00832078792154789,200.0,0.012626744573360394
225.0,0.015264333225786686,280.0,0.04193739738418547,200.0,-0.0013367384672164917,370.0,-0.006091209668825254,200.0,-0.021830156445503235,200.0,0.012626744573360394
200.0,0.020532459020614624,280.0,0.04193739738418547,40.0,0.002352233976125717,370.0,-0.006091209668825254,350.0,-0.022243663668632507,200.0,0.012626744573360394
175.0,0.0041212402284145355,280.0,0.04193739738418547,220.0,0.0053912922739982605,370.0,-0.006091209668825254,200.0,0.0020398758351802826,200.0,0.012626744573360394
150.0,-0.028913531452417374,285.0,0.04216068964049348,200.0,0.0008238516747951508,370.0,-0.006091209668825254,300.0,-0.01656954735517502,200.0,0.012626744573360394
200.0,-0.028063680976629257,285.0,0.04216068964049348,200.0,0.019265174865722656,370.0,-0.006091209668825254,50.0,-0.06177383288741112,200.0,0.012626744573360394
250.0,0.039206650108098984,295.0,0.04329998665267801,170.0,0.017018958926200867,370.0,-0.006091209668825254,485.0,-0.02751326560974121,200.0,0.012626744573360394
275.0,0.07243000715970993,295.0,0.04329998665267801,180.0,0.010229714214801788,370.0,-0.006091209668825254,225.0,-0.002749609760940075,200.0,0.012626744573360394
200.0,0.0073781609535217285,300.0,0.044103233681823964,200.0,-0.014053378254175186,370.0,-0.006091209668825254,175.0,0.029466714709997177,200.0,0.012626744573360394
160.0,-0.030145123600959778,300.0,0.044103233681823964,175.0,0.052645180374383926,370.0,-0.006091209668825254,200.0,0.042747847735881805,200.0,0.012626744573360394
350.0,0.05289227142930031,300.0,0.044103233681823964,200.0,0.004420366138219833,370.0,-0.006091209668825254,270.0,-0.026909559965133667,200.0,0.012626744573360394
250.0,0.06433360278606415,300.0,0.044103233681823964,200.0,0.0205649733543396,370.0,-0.006091209668825254,495.0,-0.07508991658687592,200.0,0.012626744573360394
150.0,-0.18620769679546356,300.0,0.044103233681823964,200.0,0.029178163036704063,370.0,-0.006091209668825254,200.0,0.0058975666761398315,210.0,0.006442048917920931
250.0,0.014755621552467346,300.0,0.044103233681823964,200.0,0.012675769627094269,380.0,-0.0068167950873775805,83.1,0.09775995463132858,220.0,-0.0003590038399122268
100.0,-0.10867685079574585,300.0,0.044103233681823964,95.0,-0.045922569930553436,380.0,-0.0068167950873775805,200.0,0.06016779690980911,225.0,-0.0032479805816778714
339.19,-0.007958412170410156,300.0,0.044103233681823964,200.0,0.004640892148017883,380.0,-0.0068167950873775805,360.0,-0.02812526375055313,225.0,-0.0032479805816778714
275.0,0.012753292918205261,300.0,0.044103233681823964,200.0,0.016082271933555603,380.0,-0.0068167950873775805,200.0,0.01910068280994892,225.0,-0.0032479805816778714
250.0,0.03298051655292511,300.0,0.044103233681823964,255.0,0.014819897711277008,400.0,-0.008216717918807834,250.0,-0.026685602962970734,225.0,-0.0032479805816778714
350.0,0.0740801990032196,300.0,0.044103233681823964,225.0,-0.0036241672933101654,400.0,-0.008216717918807834,300.0,0.01033657044172287,225.0,-0.0032479805816778714
250.0,-0.004007391631603241,300.0,0.044103233681823964,170.0,0.020274527370929718,400.0,-0.008216717918807834,200.0,0.0314117930829525,225.0,-0.0032479805816778714
250.0,0.06126179173588753,300.0,0.044103233681823964,260.0,0.02293628454208374,400.0,-0.008216717918807834,105.0,0.2154206484556198,225.0,-0.0032479805816778714
350.0,0.08655135333538055,300.0,0.044103233681823964,200.0,0.013060599565505981,400.0,-0.008216717918807834,190.0,0.018791362643241882,225.0,-0.0032479805816778714
175.0,0.02116701751947403,300.0,0.044103233681823964,370.0,-0.03636292368173599,420.0,-0.009575744295313474,250.0,-0.04151971638202667,225.0,-0.0032479805816778714
185.0,0.014146951027214527,300.0,0.044103233681823964,100.0,-0.02801690064370632,420.0,-0.009575744295313474,250.0,-0.023252807557582855,230.0,-0.004650738806820698
160.0,-0.016268551349639893,300.0,0.044103233681823964,200.0,0.010710526257753372,420.0,-0.009575744295313474,225.0,0.0009223967790603638,250.0,-0.009703946617613734
250.0,0.0488646924495697,300.0,0.044103233681823964,195.0,0.01908329874277115,475.0,-0.013239026503686753,40.0,-0.037309981882572174,250.0,-0.009703946617613734
190.0,-0.02453860081732273,300.0,0.044103233681823964,200.0,0.008770819753408432,475.0,-0.013239026503686753,200.0,0.0001382380723953247,250.0,-0.009703946617613734
50.0,-0.1686888486146927,300.0,0.044103233681823964,187.5,0.023691408336162567,480.0,-0.013569637876303973,100.0,0.22688858211040497,250.0,-0.009703946617613734
400.0,0.08658616244792938,300.0,0.044103233681823964,250.0,0.0006740153767168522,500.0,-0.01488395397259659,49.86,0.12037941068410873,250.0,-0.009703946617613734
250.0,0.05381070077419281,300.0,0.044103233681823964,,,,,200.0,0.00635061739012599,250.0,-0.009703946617613734
250.0,0.043304443359375,300.0,0.044103233681823964,,,,,200.0,-0.027304187417030334,250.0,-0.009703946617613734
350.0,0.04063243418931961,300.0,0.044103233681823964,,,,,200.0,0.007311917841434479,250.0,-0.009703946617613734
340.0,0.03293193131685257,300.0,0.044103233681823964,,,,,93.0,-0.025763578712940216,250.0,-0.009703946617613734
150.0,-0.1126040518283844,300.0,0.044103233681823964,,,,,200.0,0.061199821531772614,250.0,-0.009703946617613734
300.0,0.07094744592905045,300.0,0.044103233681823964,,,,,200.0,0.005175821483135223,250.0,-0.009703946617613734
350.0,0.06719204038381577,300.0,0.044103233681823964,,,,,370.0,-0.024438701570034027,250.0,-0.009703946617613734
160.0,0.0019418597221374512,300.0,0.044103233681823964,,,,,270.0,-0.026198677718639374,250.0,-0.009703946617613734
200.0,-0.044603776186704636,300.0,0.044103233681823964,,,,,150.0,0.061546292155981064,250.0,-0.009703946617613734
275.0,0.013155445456504822,300.0,0.044103233681823964,,,,,420.0,-0.026400312781333923,250.0,-0.009703946617613734
280.0,0.058399591594934464,305.0,0.04497089113276226,,,,,200.0,0.03895609825849533,250.0,-0.009703946617613734
225.0,0.01602938026189804,310.0,0.045859401761240565,,,,,195.0,0.02059108018875122,250.0,-0.009703946617613734
200.0,0.04975302144885063,310.0,0.045859401761240565,,,,,225.0,-0.004039585590362549,250.0,-0.009703946617613734
200.0,0.03367072343826294,320.0,0.04763990723018235,,,,,200.0,0.0005537047982215881,250.0,-0.009703946617613734
190.0,0.008707597851753235,325.0,0.04852097354836541,,,,,420.0,-0.02245229110121727,250.0,-0.009703946617613734
95.0,-0.05796122923493385,325.0,0.04852097354836541,,,,,480.0,-0.0010061608627438545,250.0,-0.009703946617613734
295.0,0.09503073990345001,325.0,0.04852097354836541,,,,,250.0,-0.019834980368614197,250.0,-0.009703946617613734
250.0,0.029046986252069473,325.0,0.04852097354836541,,,,,350.0,-0.06652412563562393,250.0,-0.009703946617613734
165.0,0.022049762308597565,325.0,0.04852097354836541,,,,,475.0,-0.04611482471227646,250.0,-0.009703946617613734
200.0,0.014803491532802582,325.0,0.04852097354836541,,,,,200.0,0.02227959595620632,250.0,-0.009703946617613734
250.0,0.03956538066267967,325.0,0.04852097354836541,,,,,300.0,-0.06249788776040077,250.0,-0.009703946617613734
275.0,-0.031124427914619446,325.0,0.04852097354836541,,,,,200.0,-0.02649553120136261,250.0,-0.009703946617613734
350.0,-0.029077962040901184,330.0,0.04938291980822022,,,,,270.0,-0.02275225520133972,270.0,-0.014360717315179091
195.0,0.02335268445312977,330.0,0.04938291980822022,,,,,200.0,0.04193693771958351,270.0,-0.014360717315179091
350.0,0.026889096945524216,330.0,0.04938291980822022,,,,,100.0,0.04012835770845413,270.0,-0.014360717315179091
350.0,0.06782358884811401,333.0,0.04987611687050384,,,,,200.0,0.04433281719684601,270.0,-0.014360717315179091
240.0,0.060779035091400146,339.19,0.050821475056571495,,,,,300.0,-0.0020447447896003723,270.0,-0.014360717315179091
250.0,0.05061831325292587,339.19,0.050821475056571495,,,,,200.0,0.03118170239031315,270.0,-0.014360717315179091
100.0,-0.05455448478460312,340.0,0.050938061159178226,,,,,200.0,-0.028517484664916992,270.0,-0.014360717315179091
200.0,-0.04605596512556076,340.0,0.050938061159178226,,,,,200.0,0.07218381017446518,270.0,-0.014360717315179091
250.0,0.033707842230796814,340.0,0.050938061159178226,,,,,150.0,0.029481127858161926,270.0,-0.014360717315179091
175.0,-0.0894961878657341,340.0,0.050938061159178226,,,,,200.0,0.0354958102107048,270.0,-0.014360717315179091
370.0,0.04695459082722664,340.0,0.050938061159178226,,,,,200.0,0.0749121680855751,270.0,-0.014360717315179091
350.0,0.08150013536214828,340.0,0.050938061159178226,,,,,125.0,-0.02106451988220215,270.0,-0.014360717315179091
250.0,0.02635079436004162,340.0,0.050938061159178226,,,,,175.0,-0.0034370049834251404,270.0,-0.014360717315179091
250.0,0.020452965050935745,345.0,0.051625053552007714,,,,,200.0,0.0398164764046669,275.0,-0.015462848860163785
250.0,0.01754123531281948,345.0,0.051625053552007714,,,,,50.0,0.053108446300029755,275.0,-0.015462848860163785
100.0,-0.06362597644329071,345.0,0.051625053552007714,,,,,350.0,-0.02756856381893158,280.0,-0.015719602946393192
350.0,0.022631749510765076,345.0,0.051625053552007714,,,,,200.0,0.017422184348106384,280.0,-0.015719602946393192
225.0,0.004472613334655762,350.0,0.05226379262297544,,,,,200.0,-0.027791276574134827,300.0,-0.017882937013964293
200.0,0.009175911545753479,350.0,0.05226379262297544,,,,,75.0,0.07912362366914749,300.0,-0.017882937013964293
70.0,-0.03381405770778656,350.0,0.05226379262297544,,,,,200.0,-0.02587878704071045,300.0,-0.017882937013964293
160.0,-0.003877781331539154,350.0,0.05226379262297544,,,,,200.0,-0.0026332587003707886,300.0,-0.017882937013964293
40.0,-0.033727727830410004,350.0,0.05226379262297544,,,,,200.0,0.07109980285167694,300.0,-0.017882937013964293
250.0,0.024917244911193848,350.0,0.05226379262297544,,,,,480.0,-0.00390056986361742,300.0,-0.017882937013964293
350.0,0.05329425632953644,350.0,0.05226379262297544,,,,,200.0,0.021523086354136467,300.0,-0.017882937013964293
225.0,0.060821808874607086,350.0,0.05226379262297544,,,,,465.0,-0.007381029427051544,300.0,-0.017882937013964293
50.0,-0.14790916442871094,350.0,0.05226379262297544,,,,,150.0,0.036936163902282715,300.0,-0.017882937013964293
350.0,0.056496746838092804,350.0,0.05226379262297544,,,,,105.0,0.11952711641788483,300.0,-0.017882937013964293
200.0,0.0010669417679309845,350.0,0.05226379262297544,,,,,200.0,-0.0009116902947425842,300.0,-0.017882937013964293
200.0,0.011989532969892025,350.0,0.05226379262297544,,,,,200.0,0.030065758153796196,300.0,-0.017882937013964293
250.0,-0.0008412525057792664,350.0,0.05226379262297544,,,,,340.0,-0.017688319087028503,300.0,-0.017882937013964293
40.0,-0.053605902940034866,350.0,0.05226379262297544,,,,,99.72,0.1032223030924797,300.0,-0.017882937013964293
195.0,0.012822132557630539,350.0,0.05226379262297544,,,,,200.0,0.031263597309589386,300.0,-0.017882937013964293
204.0,0.018404334783554077,350.0,0.05226379262297544,,,,,170.0,0.02113979496061802,300.0,-0.017882937013964293
200.0,-0.012615609914064407,350.0,0.05226379262297544,,,,,200.0,0.03560660034418106,300.0,-0.017882937013964293
275.0,0.056095827370882034,350.0,0.05226379262297544,,,,,500.0,-0.002029610797762871,300.0,-0.017882937013964293
250.0,0.0261092446744442,350.0,0.05226379262297544,,,,,175.0,0.02186233177781105,300.0,-0.017882937013964293
300.0,0.05968337878584862,350.0,0.05226379262297544,,,,,125.0,0.012890323996543884,300.0,-0.017882937013964293
330.0,0.08474887907505035,350.0,0.05226379262297544,,,,,350.0,-0.0014931373298168182,300.0,-0.017882937013964293
250.0,0.05473578721284866,350.0,0.05226379262297544,,,,,200.0,-0.01608225703239441,300.0,-0.017882937013964293
250.0,0.055992573499679565,350.0,0.05226379262297544,,,,,200.0,0.03266698122024536,300.0,-0.017882937013964293
95.0,-0.05348336696624756,350.0,0.05226379262297544,,,,,300.0,0.0047284141182899475,300.0,-0.017882937013964293
370.0,0.05316656082868576,350.0,0.05226379262297544,,,,,300.0,-0.004165977239608765,300.0,-0.017882937013964293
300.0,0.06329271197319031,350.0,0.05226379262297544,,,,,125.0,0.06000649929046631,300.0,-0.017882937013964293
155.0,-0.01175459660589695,350.0,0.05226379262297544,,,,,190.0,-0.014251992106437683,300.0,-0.017882937013964293
370.0,0.03212495148181915,350.0,0.05226379262297544,,,,,60.9,0.11374218016862869,300.0,-0.017882937013964293
250.0,0.025612125173211098,350.0,0.05226379262297544,,,,,340.0,-0.021334225311875343,320.0,-0.019423944126489234
275.0,0.07150403410196304,350.0,0.05226379262297544,,,,,95.0,0.03379015251994133,325.0,-0.019862869422676045
350.0,0.05930354818701744,350.0,0.05226379262297544,,,,,100.0,0.02765684202313423,325.0,-0.019862869422676045
250.0,-0.006258562207221985,350.0,0.05226379262297544,,,,,200.0,-0.004079706966876984,330.0,-0.01993326612676322
400.0,0.07892994582653046,350.0,0.05226379262297544,,,,,225.0,-0.007490992546081543,330.0,-0.01993326612676322
250.0,-0.014503486454486847,350.0,0.05226379262297544,,,,,200.0,-0.012517333030700684,330.0,-0.01993326612676322
275.0,0.011560052633285522,350.0,0.05226379262297544,,,,,187.5,0.010658636689186096,330.0,-0.01993326612676322
325.0,0.06646822392940521,350.0,0.05226379262297544,,,,,400.0,-0.005004677921533585,330.0,-0.01993326612676322
350.0,0.046245135366916656,350.0,0.05226379262297544,,,,,200.0,-0.028953731060028076,330.0,-0.01993326612676322
350.0,0.0482710525393486,350.0,0.05226379262297544,,,,,150.0,0.015185948461294174,340.0,-0.019836995762533484
370.0,0.05461292341351509,350.0,0.05226379262297544,,,,,166.2,0.0017273873090744019,340.0,-0.019836995762533484
250.0,0.0018858164548873901,350.0,0.05226379262297544,,,,,330.0,-0.026345688849687576,340.0,-0.019836995762533484
200.0,0.01948961615562439,350.0,0.05226379262297544,,,,,180.0,0.04726926237344742,340.0,-0.019836995762533484
325.0,0.08410358428955078,350.0,0.05226379262297544,,,,,350.0,-0.0020170994102954865,340.0,-0.019836995762533484
200.0,0.008729085326194763,350.0,0.05226379262297544,,,,,250.0,-0.003012910485267639,340.0,-0.019836995762533484
350.0,0.03872372955083847,350.0,0.05226379262297544,,,,,300.0,-0.006943129003047943,340.0,-0.019836995762533484
225.0,0.050272755324840546,350.0,0.05226379262297544,,,,,95.0,0.13314835727214813,340.0,-0.019836995762533484
200.0,0.017328500747680664,350.0,0.05226379262297544,,,,,350.0,-0.08092837780714035,350.0,-0.01951448595683182
70.0,0.006967164576053619,350.0,0.05226379262297544,,,,,200.0,0.06867481023073196,350.0,-0.01951448595683182
50.0,0.025823675096035004,350.0,0.05226379262297544,,,,,150.0,0.0492122508585453,350.0,-0.01951448595683182
300.0,0.02053423970937729,350.0,0.05226379262297544,,,,,95.0,0.12530553340911865,350.0,-0.01951448595683182
300.0,0.0672212764620781,350.0,0.05226379262297544,,,,,200.0,-0.002480626106262207,350.0,-0.01951448595683182
250.0,0.05571272596716881,350.0,0.05226379262297544,,,,,200.0,0.016093658283352852,350.0,-0.01951448595683182
250.0,0.05516143515706062,350.0,0.05226379262297544,,,,,170.0,0.03154138848185539,350.0,-0.01951448595683182
240.0,0.0455351248383522,350.0,0.05226379262297544,,,,,420.0,0.011825263500213623,350.0,-0.01951448595683182
300.0,0.07418541610240936,350.0,0.05226379262297544,,,,,100.0,0.14178676903247833,350.0,-0.01951448595683182
275.0,0.05812253803014755,350.0,0.05226379262297544,,,,,100.0,0.1043664813041687,350.0,-0.01951448595683182
170.0,-0.019402792677283287,350.0,0.05226379262297544,,,,,250.0,-0.039360009133815765,350.0,-0.01951448595683182
350.0,0.0906827449798584,350.0,0.05226379262297544,,,,,270.0,-0.02843742072582245,350.0,-0.01951448595683182
190.0,0.012043975293636322,350.0,0.05226379262297544,,,,,370.0,-0.02255121059715748,350.0,-0.01951448595683182
200.0,0.0017773173749446869,350.0,0.05226379262297544,,,,,100.0,0.10409709811210632,350.0,-0.01951448595683182
350.0,0.06595352292060852,350.0,0.05226379262297544,,,,,200.0,0.03229541704058647,350.0,-0.01951448595683182
150.0,-0.16203266382217407,350.0,0.05226379262297544,,,,,370.0,-0.05403982475399971,350.0,-0.01951448595683182
153.0,-0.06438818573951721,350.0,0.05226379262297544,,,,,200.0,-0.026342585682868958,350.0,-0.01951448595683182
250.0,0.0559098906815052,350.0,0.05226379262297544,,,,,200.0,-0.002836383879184723,350.0,-0.01951448595683182
345.0,0.018452875316143036,350.0,0.05226379262297544,,,,,170.0,0.04192231968045235,360.0,-0.01995105447964312
450.0,0.03489586338400841,350.0,0.05226379262297544,,,,,250.0,-0.031426623463630676,360.0,-0.01995105447964312
350.0,0.027516543865203857,350.0,0.05226379262297544,,,,,200.0,-0.011056236922740936,360.0,-0.01995105447964312
350.0,0.04350254312157631,350.0,0.05226379262297544,,,,,200.0,0.011102400720119476,360.0,-0.01995105447964312
280.0,0.027775686234235764,350.0,0.05226379262297544,,,,,200.0,0.03047194331884384,360.0,-0.01995105447964312
250.0,0.07268117368221283,350.0,0.05226379262297544,,,,,80.0,0.08657754212617874,360.0,-0.01995105447964312
370.0,0.08537693321704865,350.0,0.05226379262297544,,,,,120.0,0.03530123457312584,370.0,-0.020591919342927933
120.0,-0.09302890300750732,350.0,0.05226379262297544,,,,,350.0,-0.0313856303691864,370.0,-0.020591919342927933
225.0,0.05436458811163902,350.0,0.05226379262297544,,,,,120.0,0.0488981269299984,370.0,-0.020591919342927933
350.0,0.08913510292768478,350.0,0.05226379262297544,,,,,250.0,-0.034767553210258484,370.0,-0.020591919342927933
40.0,0.009135819971561432,350.0,0.05226379262297544,,,,,200.0,-0.003539465367794037,370.0,-0.020591919342927933
400.0,0.03136979043483734,350.0,0.05226379262297544,,,,,200.0,0.031347207725048065,370.0,-0.020591919342927933
128.0,-0.0919717475771904,350.0,0.05226379262297544,,,,,200.0,0.07464481890201569,370.0,-0.020591919342927933
350.0,0.008221089839935303,350.0,0.05226379262297544,,,,,200.0,-0.0006071478128433228,370.0,-0.020591919342927933
250.0,-0.01432083547115326,350.0,0.05226379262297544,,,,,200.0,0.030376778915524483,370.0,-0.020591919342927933
325.0,0.018169980496168137,350.0,0.05226379262297544,,,,,225.0,-0.01619596779346466,370.0,-0.020591919342927933
125.0,-0.06355614960193634,350.0,0.05226379262297544,,,,,225.0,-0.013437896966934204,370.0,-0.020591919342927933
400.0,0.06649835407733917,370.0,0.053871269575768814,,,,,300.0,-0.00034273043274879456,400.0,-0.022168158308762502
200.0,-0.005726505070924759,370.0,0.053871269575768814,,,,,50.0,0.06045078486204147,400.0,-0.022168158308762502
400.0,0.009701494127511978,370.0,0.053871269575768814,,,,,200.0,0.031951796263456345,420.0,-0.02302271639581786
200.0,0.008598007261753082,370.0,0.053871269575768814,,,,,350.0,-0.0774432122707367,420.0,-0.02302271639581786
250.0,0.026648808270692825,370.0,0.053871269575768814,,,,,85.0,0.07766937464475632,420.0,-0.02302271639581786
370.0,0.09260881692171097,370.0,0.053871269575768814,,,,,350.0,-0.018878471106290817,420.0,-0.02302271639581786
325.0,0.05647505074739456,370.0,0.053871269575768814,,,,,370.0,-0.0016987696290016174,420.0,-0.02302271639581786
350.0,0.01827310025691986,370.0,0.053871269575768814,,,,,120.0,0.029317988082766533,420.0,-0.02302271639581786
225.0,0.02304096892476082,370.0,0.053871269575768814,,,,,170.0,0.031144026666879654,420.0,-0.02302271639581786
400.0,0.06784403324127197,370.0,0.053871269575768814,,,,,175.0,0.036966919898986816,465.0,-0.024840153188115634
275.0,0.0775965228676796,370.0,0.053871269575768814,,,,,200.0,-0.030109301209449768,465.0,-0.024840153188115634
250.0,-0.013307422399520874,370.0,0.053871269575768814,,,,,200.0,0.03841586783528328,465.0,-0.024840153188115634
280.0,0.05998612195253372,370.0,0.053871269575768814,,,,,100.0,-0.0007482594810426235,465.0,-0.024840153188115634
250.0,0.05185585096478462,370.0,0.053871269575768814,,,,,200.0,0.033382948487997055,475.0,-0.025264988025907
280.0,0.03195038065314293,370.0,0.053871269575768814,,,,,190.0,-0.006819590926170349,475.0,-0.025264988025907
150.0,-0.1780928671360016,370.0,0.053871269575768814,,,,,370.0,-0.04907231777906418,475.0,-0.025264988025907
350.0,0.055649735033512115,370.0,0.053871269575768814,,,,,200.0,-0.0009116902947425842,475.0,-0.025264988025907
175.0,-0.04500818997621536,370.0,0.053871269575768814,,,,,200.0,0.03898679092526436,475.0,-0.025264988025907
350.0,0.048827994614839554,370.0,0.053871269575768814,,,,,320.0,-0.02600035071372986,475.0,-0.025264988025907
