reflectivity (%),thermal conductivity (W/mK),specific heat capacity (J/gK),density(g/cm3),melting point (C),laser power (watt),scan speed (mm/s),layer thickness (mm),hatch spacing (mm),energy density (J/mm3),relative density (%)
66.0094,15.8,0.43,8.05,1364,200,1000,0.04,0.12,41.67,99.49
66.0094,15.8,0.43,8.05,1364,200,900,0.03,0.36,20.58,87.45
66.0094,15.8,0.43,8.05,1364,200,800,0.05,0.24,20.83,89.96
66.0094,15.8,0.43,8.05,1364,175,1000,0.03,0.24,24.31,89.52
66.0094,15.8,0.43,8.05,1364,175,900,0.05,0.12,32.41,98.52
66.0094,15.8,0.43,8.05,1364,175,800,0.04,0.36,15.19,79.52
66.0094,15.8,0.43,8.05,1364,150,1000,0.05,0.36,8.33,61.34
66.0094,15.8,0.43,8.05,1364,150,900,0.04,0.24,17.36,81.00
66.0094,15.8,0.43,8.05,1364,150,800,0.03,0.12,52.08,99.81
65.3334,21.4,0.5,8,1375,200,402.3,0.04,0.12,103.57,98.58
65.3334,21.4,0.5,8,1375,200,161.29,0.1,0.12,103.33,93.49
65.3334,21.4,0.5,8,1375,200,203.49,0.08,0.12,102.38,94.24
65.3334,21.4,0.5,8,1375,200,165.09,0.1,0.12,100.96,92.95
65.3334,21.4,0.5,8,1375,200,275.59,0.06,0.12,100.79,95.52
65.3334,21.4,0.5,8,1375,200,209.58,0.08,0.12,99.41,93.96
65.3334,21.4,0.5,8,1375,200,169.08,0.1,0.12,98.57,94.04
65.3334,21.4,0.5,8,1375,200,426.83,0.04,0.12,97.62,98.51
65.3334,21.4,0.5,8,1375,200,286.89,0.06,0.12,96.82,95.65
65.3334,21.4,0.5,8,1375,200,216.05,0.08,0.12,96.43,94.40
65.3334,21.4,0.5,8,1375,200,173.27,0.1,0.12,96.19,93.85
65.3334,21.4,0.5,8,1375,200,177.66,0.1,0.12,93.81,93.72
65.3334,21.4,0.5,8,1375,200,222.93,0.08,0.12,93.45,94.09
65.3334,21.4,0.5,8,1375,200,299.15,0.06,0.12,92.86,95.82
65.3334,21.4,0.5,8,1375,200,454.55,0.04,0.12,91.67,98.81
65.3334,21.4,0.5,8,1375,200,182.29,0.1,0.12,91.43,93.72
65.3334,21.4,0.5,8,1375,200,230.26,0.08,0.12,90.48,94.70
65.3334,21.4,0.5,8,1375,200,187.17,0.1,0.12,89.05,93.86
65.3334,21.4,0.5,8,1375,200,312.5,0.06,0.12,88.89,96.40
65.3334,21.4,0.5,8,1375,200,238.1,0.08,0.12,87.50,94.69
65.3334,21.4,0.5,8,1375,200,192.31,0.1,0.12,86.67,94.18
65.3334,21.4,0.5,8,1375,200,486.11,0.04,0.12,85.71,98.67
65.3334,21.4,0.5,8,1375,200,327.1,0.06,0.12,84.92,96.58
65.3334,21.4,0.5,8,1375,200,246.48,0.08,0.12,84.52,94.40
65.3334,21.4,0.5,8,1375,200,197.74,0.1,0.12,84.29,93.58
65.3334,21.4,0.5,8,1375,200,203.49,0.1,0.12,81.90,94.08
65.3334,21.4,0.5,8,1375,200,255.47,0.08,0.12,81.55,94.51
65.3334,21.4,0.5,8,1375,200,343.14,0.06,0.12,80.95,96.65
65.3334,21.4,0.5,8,1375,200,522.39,0.04,0.12,79.76,98.90
65.3334,21.4,0.5,8,1375,200,209.58,0.1,0.12,79.52,93.78
65.3334,21.4,0.5,8,1375,200,265.15,0.08,0.12,78.57,94.49
65.3334,21.4,0.5,8,1375,200,216.05,0.1,0.12,77.14,93.07
65.3334,21.4,0.5,8,1375,200,360.82,0.06,0.12,76.99,97.12
65.3334,21.4,0.5,8,1375,200,275.59,0.08,0.12,75.60,95.10
65.3334,21.4,0.5,8,1375,200,222.93,0.1,0.12,74.76,93.16
65.3334,21.4,0.5,8,1375,200,564.52,0.04,0.12,73.81,98.83
65.3334,21.4,0.5,8,1375,200,380.43,0.06,0.12,73.02,97.34
65.3334,21.4,0.5,8,1375,200,286.89,0.08,0.12,72.62,95.00
65.3334,21.4,0.5,8,1375,200,230.26,0.1,0.12,72.38,93.78
65.3334,21.4,0.5,8,1375,200,238.1,0.1,0.12,70.00,93.78
65.3334,21.4,0.5,8,1375,200,299.15,0.08,0.12,69.64,95.39
65.3334,21.4,0.5,8,1375,200,402.3,0.06,0.12,69.05,97.70
65.3334,21.4,0.5,8,1375,200,614.04,0.04,0.12,67.86,98.82
65.3334,21.4,0.5,8,1375,200,246.48,0.1,0.12,67.62,94.01
65.3334,21.4,0.5,8,1375,200,312.5,0.08,0.12,66.67,95.27
65.3334,21.4,0.5,8,1375,200,255.47,0.1,0.12,65.24,93.67
65.3334,21.4,0.5,8,1375,200,426.83,0.06,0.12,65.08,97.84
65.3334,21.4,0.5,8,1375,200,327.1,0.08,0.12,63.69,95.70
65.3334,21.4,0.5,8,1375,200,265.15,0.1,0.12,62.86,94.01
65.3334,21.4,0.5,8,1375,200,673.08,0.04,0.12,61.90,98.84
65.3334,21.4,0.5,8,1375,200,454.55,0.06,0.12,61.11,98.17
65.3334,21.4,0.5,8,1375,200,343.14,0.08,0.12,60.71,96.51
65.3334,21.4,0.5,8,1375,200,275.59,0.1,0.12,60.48,94.13
65.3334,21.4,0.5,8,1375,200,286.89,0.1,0.12,58.09,94.07
65.3334,21.4,0.5,8,1375,200,360.82,0.08,0.12,57.74,96.62
65.3334,21.4,0.5,8,1375,200,486.11,0.06,0.12,57.14,98.46
65.3334,21.4,0.5,8,1375,200,744.68,0.04,0.12,55.95,98.30
65.3334,21.4,0.5,8,1375,200,299.15,0.1,0.12,55.71,93.89
65.3334,21.4,0.5,8,1375,200,380.43,0.08,0.12,54.76,97.10
65.3334,21.4,0.5,8,1375,200,312.5,0.1,0.12,53.33,94.55
65.3334,21.4,0.5,8,1375,200,522.39,0.06,0.12,53.17,98.73
65.3334,21.4,0.5,8,1375,200,402.3,0.08,0.12,51.79,97.62
65.3334,21.4,0.5,8,1375,200,327.1,0.1,0.12,50.95,94.68
65.3334,21.4,0.5,8,1375,200,833.33,0.04,0.12,50.00,97.17
65.3334,21.4,0.5,8,1375,200,564.52,0.06,0.12,49.21,98.60
65.3334,21.4,0.5,8,1375,200,426.83,0.08,0.12,48.81,97.69
65.3334,21.4,0.5,8,1375,200,343.14,0.1,0.12,48.57,95.41
65.3334,21.4,0.5,8,1375,200,360.82,0.1,0.12,46.19,95.38
65.3334,21.4,0.5,8,1375,200,454.55,0.08,0.12,45.83,97.93
65.3334,21.4,0.5,8,1375,200,614.04,0.06,0.12,45.24,98.48
65.3334,21.4,0.5,8,1375,200,945.95,0.04,0.12,44.05,94.82
65.3334,21.4,0.5,8,1375,200,380.43,0.1,0.12,43.81,95.57
65.3334,21.4,0.5,8,1375,200,486.11,0.08,0.12,42.86,98.05
65.3334,21.4,0.5,8,1375,200,402.3,0.1,0.12,41.43,96.03
65.3334,21.4,0.5,8,1375,200,673.08,0.06,0.12,41.27,98.00
65.3334,21.4,0.5,8,1375,200,1093.75,0.04,0.12,38.10,91.76
56.848,6.7,0.5263,4.43,1684,200,1666.67,0.04,0.065,46.15,94.27
56.848,6.7,0.5263,4.43,1684,200,1250,0.04,0.065,61.54,93.86
56.848,6.7,0.5263,4.43,1684,200,1000,0.04,0.065,76.92,95.51
56.848,6.7,0.5263,4.43,1684,200,1000,0.06,0.065,51.28,93.73
56.848,6.7,0.5263,4.43,1684,200,833.33,0.04,0.065,92.31,96.05
56.848,6.7,0.5263,4.43,1684,200,833.33,0.06,0.065,61.54,96.46
56.848,6.7,0.5263,4.43,1684,200,714.29,0.04,0.065,107.69,96.78
56.848,6.7,0.5263,4.43,1684,200,714.29,0.06,0.065,71.79,97.38
56.848,6.7,0.5263,4.43,1684,200,714.29,0.08,0.065,53.85,98.37
56.848,6.7,0.5263,4.43,1684,200,625,0.04,0.065,123.08,97.97
56.848,6.7,0.5263,4.43,1684,200,625,0.06,0.065,82.05,98.45
56.848,6.7,0.5263,4.43,1684,200,625,0.08,0.065,61.54,98.86
56.848,6.7,0.5263,4.43,1684,200,625,0.1,0.065,49.23,97.21
56.848,6.7,0.5263,4.43,1684,200,555.56,0.04,0.065,138.46,99.31
56.848,6.7,0.5263,4.43,1684,200,555.56,0.06,0.065,92.31,98.69
56.848,6.7,0.5263,4.43,1684,200,555.56,0.08,0.065,69.23,98.96
56.848,6.7,0.5263,4.43,1684,200,555.56,0.1,0.065,55.38,98.19
56.848,6.7,0.5263,4.43,1684,200,500,0.04,0.065,153.85,99.11
56.848,6.7,0.5263,4.43,1684,200,500,0.06,0.065,102.56,99.18
56.848,6.7,0.5263,4.43,1684,200,500,0.08,0.065,76.92,99.04
56.848,6.7,0.5263,4.43,1684,200,500,0.1,0.065,61.54,98.73
56.848,6.7,0.5263,4.43,1684,200,454.55,0.04,0.065,169.23,99.45
56.848,6.7,0.5263,4.43,1684,200,454.55,0.06,0.065,112.82,99.29
56.848,6.7,0.5263,4.43,1684,200,454.55,0.08,0.065,84.61,99.12
56.848,6.7,0.5263,4.43,1684,200,454.55,0.1,0.065,67.69,98.77
56.848,6.7,0.5263,4.43,1684,200,416.67,0.04,0.065,184.61,99.10
56.848,6.7,0.5263,4.43,1684,200,416.67,0.06,0.065,123.08,99.10
56.848,6.7,0.5263,4.43,1684,200,416.67,0.08,0.065,92.31,99.16
56.848,6.7,0.5263,4.43,1684,200,416.67,0.1,0.065,73.85,98.88
56.848,6.7,0.5263,4.43,1684,200,384.62,0.04,0.065,200.00,99.52
56.848,6.7,0.5263,4.43,1684,200,384.62,0.06,0.065,133.33,99.27
56.848,6.7,0.5263,4.43,1684,200,384.62,0.08,0.065,100.00,99.04
56.848,6.7,0.5263,4.43,1684,200,384.62,0.1,0.065,80.00,98.90
56.848,6.7,0.5263,4.43,1684,200,357.14,0.04,0.065,215.39,99.60
56.848,6.7,0.5263,4.43,1684,200,357.14,0.06,0.065,143.59,99.26
56.848,6.7,0.5263,4.43,1684,200,357.14,0.08,0.065,107.69,98.70
56.848,6.7,0.5263,4.43,1684,200,357.14,0.1,0.065,86.15,98.84
56.848,6.7,0.5263,4.43,1684,200,333.33,0.04,0.065,230.77,98.93
56.848,6.7,0.5263,4.43,1684,200,333.33,0.06,0.065,153.85,99.26
56.848,6.7,0.5263,4.43,1684,200,333.33,0.08,0.065,115.39,99.04
56.848,6.7,0.5263,4.43,1684,200,333.33,0.1,0.065,92.31,98.97
56.848,6.7,0.5263,4.43,1684,200,312.5,0.04,0.065,246.15,99.49
56.848,6.7,0.5263,4.43,1684,200,312.5,0.06,0.065,164.10,99.21
56.848,6.7,0.5263,4.43,1684,200,312.5,0.08,0.065,123.08,98.69
56.848,6.7,0.5263,4.43,1684,200,312.5,0.1,0.065,98.46,99.02
56.848,6.7,0.5263,4.43,1684,200,294.12,0.04,0.065,261.54,99.34
56.848,6.7,0.5263,4.43,1684,200,294.12,0.06,0.065,174.36,99.44
56.848,6.7,0.5263,4.43,1684,200,294.12,0.08,0.065,130.77,98.53
56.848,6.7,0.5263,4.43,1684,200,294.12,0.1,0.065,104.61,98.91
56.848,6.7,0.5263,4.43,1684,200,277.78,0.06,0.065,184.61,99.19
56.848,6.7,0.5263,4.43,1684,200,277.78,0.08,0.065,138.46,98.61
56.848,6.7,0.5263,4.43,1684,200,277.78,0.1,0.065,110.77,98.98
56.848,6.7,0.5263,4.43,1684,200,263.16,0.06,0.065,194.87,98.88
56.848,6.7,0.5263,4.43,1684,200,263.16,0.08,0.065,146.15,98.05
56.848,6.7,0.5263,4.43,1684,200,263.16,0.1,0.065,116.92,98.84
56.848,6.7,0.5263,4.43,1684,200,250,0.06,0.065,205.13,99.00
56.848,6.7,0.5263,4.43,1684,200,250,0.08,0.065,153.85,98.64
56.848,6.7,0.5263,4.43,1684,200,250,0.1,0.065,123.08,98.18
56.848,6.7,0.5263,4.43,1684,200,238.1,0.06,0.065,215.38,99.32
56.848,6.7,0.5263,4.43,1684,200,238.1,0.08,0.065,161.54,99.07
56.848,6.7,0.5263,4.43,1684,200,238.1,0.1,0.065,129.23,98.59
56.848,6.7,0.5263,4.43,1684,200,227.27,0.06,0.065,225.64,99.25
56.848,6.7,0.5263,4.43,1684,200,227.27,0.08,0.065,169.23,99.05
56.848,6.7,0.5263,4.43,1684,200,227.27,0.1,0.065,135.39,98.96
56.848,6.7,0.5263,4.43,1684,200,217.39,0.06,0.065,235.90,99.03
56.848,6.7,0.5263,4.43,1684,200,217.39,0.08,0.065,176.92,99.08
56.848,6.7,0.5263,4.43,1684,200,217.39,0.1,0.065,141.54,99.01
56.848,6.7,0.5263,4.43,1684,200,208.33,0.06,0.065,246.16,99.17
56.848,6.7,0.5263,4.43,1684,200,208.33,0.08,0.065,184.62,99.16
56.848,6.7,0.5263,4.43,1684,200,208.33,0.1,0.065,147.69,98.62
56.848,6.7,0.5263,4.43,1684,200,200,0.06,0.065,256.41,98.91
56.848,6.7,0.5263,4.43,1684,200,200,0.08,0.065,192.31,98.44
56.848,6.7,0.5263,4.43,1684,200,200,0.1,0.065,153.85,98.78
56.848,6.7,0.5263,4.43,1684,200,192.31,0.06,0.065,266.66,98.94
56.848,6.7,0.5263,4.43,1684,200,192.31,0.08,0.065,200.00,99.20
56.848,6.7,0.5263,4.43,1684,200,192.31,0.1,0.065,160.00,98.46
56.848,6.7,0.5263,4.43,1684,200,185.19,0.08,0.065,207.69,99.11
56.848,6.7,0.5263,4.43,1684,200,185.19,0.1,0.065,166.15,98.88
56.848,6.7,0.5263,4.43,1684,200,178.57,0.08,0.065,215.39,98.68
56.848,6.7,0.5263,4.43,1684,200,178.57,0.1,0.065,172.31,98.92
56.848,6.7,0.5263,4.43,1684,200,172.41,0.08,0.065,223.08,98.93
56.848,6.7,0.5263,4.43,1684,200,172.41,0.1,0.065,178.47,98.77
56.848,6.7,0.5263,4.43,1684,200,166.67,0.08,0.065,230.76,98.79
56.848,6.7,0.5263,4.43,1684,200,166.67,0.1,0.065,184.61,98.86
56.848,6.7,0.5263,4.43,1684,200,161.29,0.08,0.065,238.46,98.59
56.848,6.7,0.5263,4.43,1684,200,161.29,0.1,0.065,190.77,99.05
56.848,6.7,0.5263,4.43,1684,200,156.25,0.08,0.065,246.15,98.89
56.848,6.7,0.5263,4.43,1684,200,156.25,0.1,0.065,196.92,98.92
56.848,6.7,0.5263,4.43,1684,200,151.52,0.08,0.065,253.84,99.14
56.848,6.7,0.5263,4.43,1684,200,151.52,0.1,0.065,203.07,99.02
56.848,6.7,0.5263,4.43,1684,200,147.06,0.08,0.065,261.54,99.07
56.848,6.7,0.5263,4.43,1684,200,147.06,0.1,0.065,209.23,98.87
56.848,6.7,0.5263,4.43,1684,200,142.86,0.1,0.065,215.38,99.09
56.848,6.7,0.5263,4.43,1684,200,138.89,0.1,0.065,221.54,99.12
56.848,6.7,0.5263,4.43,1684,200,135.14,0.1,0.065,227.68,98.87
56.848,6.7,0.5263,4.43,1684,200,131.58,0.1,0.065,233.84,99.05
56.848,6.7,0.5263,4.43,1684,200,128.21,0.1,0.065,239.99,99.18
56.848,6.7,0.5263,4.43,1684,200,125,0.1,0.065,246.15,99.21
56.848,6.7,0.5263,4.43,1684,200,121.95,0.1,0.065,252.31,99.26
56.848,6.7,0.5263,4.43,1684,200,119.05,0.1,0.065,258.46,99.09
56.848,6.7,0.5263,4.43,1684,200,116.28,0.1,0.065,264.61,99.13
67.0729,146,0.88414745,2.67,570,210,100,0.03,0.02,3500.00,89.98
67.0729,146,0.88414745,2.67,570,190,100,0.03,0.02,3166.67,88.47
67.0729,146,0.88414745,2.67,570,170,100,0.03,0.02,2833.33,87.21
67.0729,146,0.88414745,2.67,570,150,100,0.03,0.02,2500.00,85.63
67.0729,146,0.88414745,2.67,570,100,500,0.03,0.02,333.33,73.86
67.0729,146,0.88414745,2.67,570,100,400,0.03,0.02,416.67,74.37
67.0729,146,0.88414745,2.67,570,100,300,0.03,0.02,555.56,76.55
67.0729,146,0.88414745,2.67,570,100,200,0.03,0.02,833.33,80.60
67.0729,146,0.88414745,2.67,570,100,100,0.03,0.02,1666.67,82.00
65.3334,21.4,0.5,8,1375,350,650,0.05,0.11,97.90,99.60
65.3334,21.4,0.5,8,1375,150,500,0.03,0.15,66.67,98.91
65.3334,21.4,0.5,8,1375,400,1500,0.03,0.15,59.26,99.52
65.3334,21.4,0.5,8,1375,350,1400,0.03,0.15,55.56,99.44
65.3334,21.4,0.5,8,1375,250,1000,0.03,0.15,55.56,99.46
65.3334,21.4,0.5,8,1375,200,800,0.03,0.15,55.56,99.38
65.3334,21.4,0.5,8,1375,400,1700,0.03,0.15,52.29,99.50
65.3334,21.4,0.5,8,1375,300,1300,0.03,0.15,51.28,99.45
65.3334,21.4,0.5,8,1375,350,1600,0.03,0.15,48.61,99.40
65.3334,21.4,0.5,8,1375,150,700,0.03,0.15,47.62,99.36
65.3334,21.4,0.5,8,1375,400,1900,0.03,0.15,46.78,99.59
65.3334,21.4,0.5,8,1375,250,1200,0.03,0.15,46.30,99.51
65.3334,21.4,0.5,8,1375,350,1700,0.03,0.15,45.75,99.47
65.3334,21.4,0.5,8,1375,400,2000,0.03,0.15,44.44,99.45
65.3334,21.4,0.5,8,1375,300,1500,0.03,0.15,44.44,99.40
65.3334,21.4,0.5,8,1375,200,1000,0.03,0.15,44.44,99.45
65.3334,21.4,0.5,8,1375,350,1800,0.03,0.15,43.21,99.53
65.3334,21.4,0.5,8,1375,400,2100,0.03,0.15,42.33,99.40
65.3334,21.4,0.5,8,1375,300,1600,0.03,0.15,41.67,99.42
65.3334,21.4,0.5,8,1375,350,1900,0.03,0.15,40.94,99.46
65.3334,21.4,0.5,8,1375,400,2200,0.03,0.15,40.40,99.44
65.3334,21.4,0.5,8,1375,250,1400,0.03,0.15,39.68,99.38
65.3334,21.4,0.5,8,1375,300,1700,0.03,0.15,39.22,99.35
65.3334,21.4,0.5,8,1375,350,2000,0.03,0.15,38.89,99.34
65.3334,21.4,0.5,8,1375,400,2300,0.03,0.15,38.65,99.24
65.3334,21.4,0.5,8,1375,300,1800,0.03,0.15,37.04,99.31
65.3334,21.4,0.5,8,1375,250,1500,0.03,0.15,37.04,99.36
65.3334,21.4,0.5,8,1375,200,1200,0.03,0.15,37.04,99.36
65.3334,21.4,0.5,8,1375,150,900,0.03,0.15,37.04,99.28
65.3334,21.4,0.5,8,1375,400,2500,0.03,0.15,35.56,98.96
65.3334,21.4,0.5,8,1375,350,2200,0.03,0.15,35.35,99.06
65.3334,21.4,0.5,8,1375,300,1900,0.03,0.15,35.09,99.12
65.3334,21.4,0.5,8,1375,250,1600,0.03,0.15,34.72,99.26
65.3334,21.4,0.5,8,1375,300,2000,0.03,0.15,33.33,99.08
65.3334,21.4,0.5,8,1375,250,1700,0.03,0.15,32.68,98.98
65.3334,21.4,0.5,8,1375,350,2400,0.03,0.15,32.41,98.81
65.3334,21.4,0.5,8,1375,200,1400,0.03,0.15,31.75,98.96
65.3334,21.4,0.5,8,1375,250,1800,0.03,0.15,30.86,98.80
65.3334,21.4,0.5,8,1375,300,2200,0.03,0.15,30.30,98.76
65.3334,21.4,0.5,8,1375,150,1100,0.03,0.15,30.30,97.82
65.3334,21.4,0.5,8,1375,200,1500,0.03,0.15,29.63,98.52
65.3334,21.4,0.5,8,1375,250,2000,0.03,0.15,27.78,98.31
65.3334,21.4,0.5,8,1375,200,1600,0.03,0.15,27.78,98.01
65.3334,21.4,0.5,8,1375,200,1700,0.03,0.15,26.14,97.54
65.3334,21.4,0.5,8,1375,150,1300,0.03,0.15,25.64,95.64
65.3334,21.4,0.5,8,1375,200,1800,0.03,0.15,24.69,96.54
65.3334,21.4,0.5,8,1375,150,1400,0.03,0.15,23.81,94.74
65.3334,21.4,0.5,8,1375,150,1500,0.03,0.15,22.22,93.72
65.3334,21.4,0.5,8,1375,150,1600,0.03,0.15,20.83,94.06
65.3334,21.4,0.5,8,1375,180,138.9463453,0.05,0.124,208.95,93.48
65.3334,21.4,0.5,8,1375,180,173.4650127,0.05,0.124,167.37,97.79
65.3334,21.4,0.5,8,1375,180,231.3834536,0.05,0.124,125.47,98.74
65.3334,21.4,0.5,8,1375,180,277.3352218,0.05,0.124,104.68,99.64
65.3334,21.4,0.5,8,1375,180,347.802802,0.05,0.124,83.47,99.22
65.3334,21.4,0.5,8,1375,180,415.7943455,0.05,0.124,69.82,96.28
65.3334,21.4,0.5,8,1375,180,462.3799632,0.05,0.124,62.79,97.41
65.3334,21.4,0.5,8,1375,180,520.7217238,0.05,0.124,55.75,92.33
65.3334,21.4,0.5,8,1375,180,694.7317101,0.05,0.124,41.79,91.15
65.3334,21.4,0.5,8,1375,150,250,0.03,0.14,142.86,85.87
65.3334,21.4,0.5,8,1375,200,750,0.03,0.08,111.11,99.91
65.3334,21.4,0.5,8,1375,200,750,0.03,0.1,88.89,99.99
65.3334,21.4,0.5,8,1375,250,1250,0.03,0.08,83.33,99.84
65.3334,21.4,0.5,8,1375,250,750,0.03,0.14,79.37,99.98
65.3334,21.4,0.5,8,1375,200,1250,0.03,0.08,66.67,99.59
65.3334,21.4,0.5,8,1375,150,750,0.03,0.1,66.67,99.60
65.3334,21.4,0.5,8,1375,200,750,0.03,0.14,63.49,99.86
65.3334,21.4,0.5,8,1375,250,1250,0.03,0.12,55.56,97.60
65.3334,21.4,0.5,8,1375,200,1250,0.03,0.12,44.44,99.19
65.3334,21.4,0.5,8,1375,150,1250,0.03,0.1,40.00,93.75
65.3334,21.4,0.5,8,1375,250,1750,0.03,0.12,39.68,98.60
65.3334,21.4,0.5,8,1375,250,1750,0.03,0.14,34.01,94.37
65.3334,21.4,0.5,8,1375,150,1250,0.03,0.14,28.57,82.86
65.3334,21.4,0.5,8,1375,150,1750,0.03,0.14,20.41,50.57
63.8989,42.5,0.47,7.8,1435.97,250,1500,0.03,0.08,69.44,97.60
63.8989,42.5,0.47,7.8,1435.97,250,1500,0.03,0.06,92.59,98.30
63.8989,42.5,0.47,7.8,1435.97,250,1500,0.03,0.04,138.89,98.11
63.8989,42.5,0.47,7.8,1435.97,250,1300,0.03,0.08,80.13,98.65
63.8989,42.5,0.47,7.8,1435.97,250,1300,0.03,0.06,106.84,99.00
63.8989,42.5,0.47,7.8,1435.97,250,1300,0.03,0.04,160.26,98.45
63.8989,42.5,0.47,7.8,1435.97,250,1100,0.03,0.08,94.70,98.56
63.8989,42.5,0.47,7.8,1435.97,250,1100,0.03,0.06,126.26,98.73
63.8989,42.5,0.47,7.8,1435.97,250,1100,0.03,0.04,189.39,98.92
63.8989,42.5,0.47,7.8,1435.97,250,900,0.03,0.06,154.32,98.08
63.8989,42.5,0.47,7.8,1435.97,250,900,0.03,0.04,231.48,98.77
63.8989,42.5,0.47,7.8,1435.97,250,700,0.03,0.06,198.41,96.80
63.8989,42.5,0.47,7.8,1435.97,250,500,0.03,0.06,277.78,97.55
63.8989,42.5,0.47,7.8,1435.97,250,300,0.03,0.06,462.96,97.57
63.8989,42.5,0.47,7.8,1435.97,225,1500,0.03,0.08,62.50,95.59
63.8989,42.5,0.47,7.8,1435.97,225,1500,0.03,0.06,83.33,98.14
63.8989,42.5,0.47,7.8,1435.97,225,1500,0.03,0.04,125.00,96.42
63.8989,42.5,0.47,7.8,1435.97,225,1300,0.03,0.08,72.12,98.32
63.8989,42.5,0.47,7.8,1435.97,225,1300,0.03,0.06,96.15,98.63
63.8989,42.5,0.47,7.8,1435.97,225,1300,0.03,0.04,144.23,98.38
63.8989,42.5,0.47,7.8,1435.97,225,1100,0.03,0.08,85.23,98.23
63.8989,42.5,0.47,7.8,1435.97,225,1100,0.03,0.06,113.64,98.58
63.8989,42.5,0.47,7.8,1435.97,225,1100,0.03,0.04,170.45,98.14
63.8989,42.5,0.47,7.8,1435.97,225,900,0.03,0.08,104.17,97.83
63.8989,42.5,0.47,7.8,1435.97,225,900,0.03,0.06,138.89,97.87
63.8989,42.5,0.47,7.8,1435.97,225,900,0.03,0.04,208.33,97.80
63.8989,42.5,0.47,7.8,1435.97,225,700,0.03,0.08,133.93,98.04
63.8989,42.5,0.47,7.8,1435.97,225,700,0.03,0.06,178.57,96.57
63.8989,42.5,0.47,7.8,1435.97,225,700,0.03,0.04,267.86,97.82
63.8989,42.5,0.47,7.8,1435.97,225,500,0.03,0.08,187.50,98.05
63.8989,42.5,0.47,7.8,1435.97,225,500,0.03,0.06,250.00,97.58
63.8989,42.5,0.47,7.8,1435.97,225,500,0.03,0.04,375.00,97.79
63.8989,42.5,0.47,7.8,1435.97,225,300,0.03,0.08,312.50,97.86
63.8989,42.5,0.47,7.8,1435.97,225,300,0.03,0.06,416.67,97.38
63.8989,42.5,0.47,7.8,1435.97,200,1500,0.03,0.08,55.56,94.30
63.8989,42.5,0.47,7.8,1435.97,200,1500,0.03,0.06,74.07,95.47
63.8989,42.5,0.47,7.8,1435.97,200,1500,0.03,0.04,111.11,94.70
63.8989,42.5,0.47,7.8,1435.97,200,1300,0.03,0.08,64.10,98.14
63.8989,42.5,0.47,7.8,1435.97,200,1300,0.03,0.06,85.47,96.75
63.8989,42.5,0.47,7.8,1435.97,200,1300,0.03,0.04,128.21,98.30
63.8989,42.5,0.47,7.8,1435.97,200,1100,0.03,0.08,75.76,98.27
63.8989,42.5,0.47,7.8,1435.97,200,1100,0.03,0.06,101.01,97.12
63.8989,42.5,0.47,7.8,1435.97,200,1100,0.03,0.04,151.52,98.68
63.8989,42.5,0.47,7.8,1435.97,200,900,0.03,0.08,92.59,97.66
63.8989,42.5,0.47,7.8,1435.97,200,900,0.03,0.06,123.46,97.66
63.8989,42.5,0.47,7.8,1435.97,200,900,0.03,0.04,185.19,98.42
63.8989,42.5,0.47,7.8,1435.97,200,700,0.03,0.08,119.05,98.28
63.8989,42.5,0.47,7.8,1435.97,200,700,0.03,0.06,158.73,96.32
63.8989,42.5,0.47,7.8,1435.97,200,700,0.03,0.04,238.10,98.40
63.8989,42.5,0.47,7.8,1435.97,200,500,0.03,0.08,166.67,97.77
63.8989,42.5,0.47,7.8,1435.97,200,500,0.03,0.06,222.22,98.06
63.8989,42.5,0.47,7.8,1435.97,200,500,0.03,0.04,333.33,98.01
63.8989,42.5,0.47,7.8,1435.97,200,300,0.03,0.08,277.78,98.29
63.8989,42.5,0.47,7.8,1435.97,200,300,0.03,0.06,370.37,97.75
63.8989,42.5,0.47,7.8,1435.97,175,1500,0.03,0.08,48.61,92.37
63.8989,42.5,0.47,7.8,1435.97,175,1500,0.03,0.06,64.81,93.12
63.8989,42.5,0.47,7.8,1435.97,175,1500,0.03,0.04,97.22,92.61
63.8989,42.5,0.47,7.8,1435.97,175,1300,0.03,0.08,56.09,95.37
63.8989,42.5,0.47,7.8,1435.97,175,1300,0.03,0.06,74.79,95.80
63.8989,42.5,0.47,7.8,1435.97,175,1300,0.03,0.04,112.18,95.56
63.8989,42.5,0.47,7.8,1435.97,175,1100,0.03,0.08,66.29,96.64
63.8989,42.5,0.47,7.8,1435.97,175,1100,0.03,0.06,88.38,96.87
63.8989,42.5,0.47,7.8,1435.97,175,1100,0.03,0.04,132.58,97.03
63.8989,42.5,0.47,7.8,1435.97,175,900,0.03,0.08,81.02,96.98
63.8989,42.5,0.47,7.8,1435.97,175,900,0.03,0.06,108.02,97.37
63.8989,42.5,0.47,7.8,1435.97,175,900,0.03,0.04,162.04,97.43
63.8989,42.5,0.47,7.8,1435.97,175,700,0.03,0.08,104.17,97.93
63.8989,42.5,0.47,7.8,1435.97,175,700,0.03,0.06,138.89,96.53
63.8989,42.5,0.47,7.8,1435.97,175,700,0.03,0.04,208.33,98.38
63.8989,42.5,0.47,7.8,1435.97,175,500,0.03,0.08,145.83,97.33
63.8989,42.5,0.47,7.8,1435.97,175,500,0.03,0.06,194.44,97.00
63.8989,42.5,0.47,7.8,1435.97,175,500,0.03,0.04,291.67,97.85
