reflectivity (%),thermal conductivity (W/mK),specific heat capacity (J/gK),density(g/cm3),melting point (C),laser power (watt),scan speed (mm/s),layer thickness (mm),hatch spacing (mm),energy density (J/mm3),relative density (%)
71.3351,151,0.875,2.78,502,175,100,0.04,0.09,486.11,96.95
71.3351,151,0.875,2.78,502,175,80,0.04,0.09,607.64,97.18
71.3351,151,0.875,2.78,502,150,400,0.04,0.09,104.17,93.23
71.3351,151,0.875,2.78,502,150,300,0.04,0.09,138.89,93.69
71.3351,151,0.875,2.78,502,150,200,0.04,0.09,208.33,94.34
71.3351,151,0.875,2.78,502,150,100,0.04,0.09,416.67,96.55
71.3351,151,0.875,2.78,502,150,80,0.04,0.09,520.83,97.05
63.5,29.62,0.5718,6.471,1410,250,800,0.03,0.12,86.81,98.80
63.5,29.62,0.5718,6.471,1410,200,800,0.03,0.12,69.44,99.40
63.5,29.62,0.5718,6.471,1410,200,700,0.03,0.12,79.37,99.10
63.5,29.62,0.5718,6.471,1410,200,600,0.03,0.12,92.59,98.70
63.5,29.62,0.5718,6.471,1410,200,500,0.03,0.12,111.11,98.51
63.5,29.62,0.5718,6.471,1410,150,800,0.03,0.12,52.08,99.50
65.3334,21.4,0.5,8,1375,150,700,0.02,0.05,214.30,99.81
65.3334,21.4,0.5,8,1375,150,700,0.02,0.07,153.10,99.93
65.3334,21.4,0.5,8,1375,100,700,0.02,0.05,142.90,98.43
65.3334,21.4,0.5,8,1375,100,700,0.02,0.07,102.00,98.56
60.62,7.2,0.56,5.66,1650,280,1200,0.06,0.2,19.44,97.94
60.62,7.2,0.56,5.66,1650,280,1200,0.06,0.14,27.78,100.00
60.62,7.2,0.56,5.66,1650,280,1200,0.06,0.08,48.61,99.99
60.62,7.2,0.56,5.66,1650,280,950,0.06,0.2,24.56,99.97
60.62,7.2,0.56,5.66,1650,280,950,0.06,0.14,35.09,100.00
60.62,7.2,0.56,5.66,1650,280,950,0.06,0.08,61.40,99.74
60.62,7.2,0.56,5.66,1650,280,700,0.06,0.2,33.33,99.05
60.62,7.2,0.56,5.66,1650,280,700,0.06,0.14,47.62,98.62
60.62,7.2,0.56,5.66,1650,280,700,0.06,0.08,83.33,96.44
60.62,7.2,0.56,5.66,1650,200,1200,0.06,0.2,13.89,85.46
60.62,7.2,0.56,5.66,1650,200,1200,0.06,0.14,19.84,98.56
60.62,7.2,0.56,5.66,1650,200,1200,0.06,0.08,34.72,99.06
60.62,7.2,0.56,5.66,1650,200,950,0.06,0.2,17.54,94.39
60.62,7.2,0.56,5.66,1650,200,950,0.06,0.14,25.06,99.99
60.62,7.2,0.56,5.66,1650,200,950,0.06,0.08,43.86,99.82
60.62,7.2,0.56,5.66,1650,200,700,0.06,0.2,23.81,99.60
60.62,7.2,0.56,5.66,1650,200,700,0.06,0.14,34.01,100.00
60.62,7.2,0.56,5.66,1650,200,700,0.06,0.08,59.52,97.01
60.62,7.2,0.56,5.66,1650,125,1200,0.06,0.2,8.68,65.74
60.62,7.2,0.56,5.66,1650,125,1200,0.06,0.14,12.40,79.96
60.62,7.2,0.56,5.66,1650,125,1200,0.06,0.08,21.70,95.91
60.62,7.2,0.56,5.66,1650,125,950,0.06,0.2,10.96,71.10
60.62,7.2,0.56,5.66,1650,125,950,0.06,0.14,15.66,88.91
60.62,7.2,0.56,5.66,1650,125,950,0.06,0.08,27.41,99.82
60.62,7.2,0.56,5.66,1650,125,700,0.06,0.2,14.88,83.05
60.62,7.2,0.56,5.66,1650,125,700,0.06,0.14,21.26,97.42
60.62,7.2,0.56,5.66,1650,125,700,0.06,0.08,37.20,99.99
74.1166,120,1.06,1.803,441,50,11.66666667,0.1,0.1,428.57,72.86
74.1166,120,1.06,1.803,441,50,10,0.1,0.1,500.00,88.61
74.1166,120,1.06,1.803,441,50,8.333333333,0.1,0.1,600.00,97.61
74.1166,120,1.06,1.803,441,50,6.666666667,0.1,0.1,750.00,94.54
65.3334,21.4,0.5,8,1375,200,1042,0.03,0.08,80.00,99.70
65.3334,21.4,0.5,8,1375,200,595,0.03,0.14,80.00,99.27
65.3334,21.4,0.5,8,1375,150,781,0.03,0.08,80.00,99.86
65.3334,21.4,0.5,8,1375,150,446,0.03,0.14,80.00,99.84
65.3334,21.4,0.5,8,1375,175,750,0.03,0.12,65.00,99.73
65.3334,21.4,0.5,8,1375,150,750,0.03,0.12,55.00,98.72
65.3334,21.4,0.5,8,1375,200,1667,0.03,0.08,50.00,97.38
65.3334,21.4,0.5,8,1375,200,952,0.03,0.14,50.00,97.35
65.3334,21.4,0.5,8,1375,150,1250,0.03,0.08,50.00,96.57
65.3334,21.4,0.5,8,1375,150,714,0.03,0.14,50.00,97.46
73.8587,70,1.05,1.8,504,150,1800,0.04,0.06,34.72,86.07
73.8587,70,1.05,1.8,504,150,1400,0.04,0.06,44.64,89.62
73.8587,70,1.05,1.8,504,150,1000,0.04,0.06,62.50,92.10
73.8587,70,1.05,1.8,504,150,950,0.04,0.06,65.79,92.70
73.8587,70,1.05,1.8,504,150,900,0.04,0.06,69.44,94.24
73.8587,70,1.05,1.8,504,150,850,0.04,0.06,73.53,95.14
73.8587,70,1.05,1.8,504,150,800,0.04,0.06,78.13,96.06
73.8587,70,1.05,1.8,504,150,750,0.04,0.06,83.33,96.23
73.8587,70,1.05,1.8,504,150,700,0.04,0.06,89.29,96.42
73.8587,70,1.05,1.8,504,150,650,0.04,0.06,96.15,96.93
73.8587,70,1.05,1.8,504,150,600,0.04,0.06,104.17,97.30
73.8587,70,1.05,1.8,504,150,550,0.04,0.06,113.64,97.43
73.8587,70,1.05,1.8,504,150,500,0.04,0.06,125.00,98.54
73.8587,70,1.05,1.8,504,150,450,0.04,0.06,138.89,99.11
73.8587,70,1.05,1.8,504,150,400,0.04,0.06,156.25,99.44
73.8587,70,1.05,1.8,504,150,400,0.04,0.08,117.19,98.92
73.8587,70,1.05,1.8,504,150,400,0.04,0.1,93.75,98.21
73.8587,70,1.05,1.8,504,150,350,0.04,0.06,178.57,99.27
73.8587,70,1.05,1.8,504,150,300,0.04,0.06,208.33,99.02
73.8587,70,1.05,1.8,504,150,250,0.04,0.06,250.00,98.72
67.0729,146,0.88414745,2.67,570,400,2000,0.03,0.06,111.11,99.49
67.0729,146,0.88414745,2.67,570,360,1800,0.03,0.06,111.11,99.44
67.0729,146,0.88414745,2.67,570,320,1600,0.03,0.06,111.11,99.35
67.0729,146,0.88414745,2.67,570,280,1400,0.03,0.06,111.11,99.26
67.0729,146,0.88414745,2.67,570,240,2000,0.03,0.036,111.11,98.50
67.0729,146,0.88414745,2.67,570,240,1800,0.03,0.04,111.11,99.35
67.0729,146,0.88414745,2.67,570,240,1600,0.03,0.045,111.11,99.51
67.0729,146,0.88414745,2.67,570,240,1400,0.03,0.0514,111.17,99.28
67.0729,146,0.88414745,2.67,570,240,1200,0.03,0.06,111.11,99.02
63.5,29.62,0.5718,6.471,1410,250,1100,0.03,0.12,63.13,98.70
63.5,29.62,0.5718,6.471,1410,40,160,0.03,0.12,69.44,99.50
57.0453,7.7,0.5,4.65,1595,190,1400,0.03,0.13,34.80,98.91
57.0453,7.7,0.5,4.65,1595,190,1400,0.03,0.1,45.24,99.86
57.0453,7.7,0.5,4.65,1595,190,1250,0.03,0.13,38.97,99.88
57.0453,7.7,0.5,4.65,1595,190,1250,0.03,0.1,50.67,99.90
57.0453,7.7,0.5,4.65,1595,190,1100,0.03,0.13,44.29,99.97
57.0453,7.7,0.5,4.65,1595,190,1100,0.03,0.1,57.58,99.97
57.0453,7.7,0.5,4.65,1595,170,1400,0.03,0.13,31.14,98.26
57.0453,7.7,0.5,4.65,1595,170,1400,0.03,0.1,40.48,99.89
57.0453,7.7,0.5,4.65,1595,170,1250,0.03,0.13,34.87,98.73
57.0453,7.7,0.5,4.65,1595,170,1250,0.03,0.1,45.33,99.92
57.0453,7.7,0.5,4.65,1595,170,1100,0.03,0.13,39.63,99.14
57.0453,7.7,0.5,4.65,1595,170,1100,0.03,0.1,51.52,99.97
57.0453,7.7,0.5,4.65,1595,150,1400,0.03,0.13,27.47,95.94
57.0453,7.7,0.5,4.65,1595,150,1400,0.03,0.1,35.71,99.40
57.0453,7.7,0.5,4.65,1595,150,1250,0.03,0.13,30.77,98.99
57.0453,7.7,0.5,4.65,1595,150,1250,0.03,0.1,40.00,99.93
57.0453,7.7,0.5,4.65,1595,150,1100,0.03,0.13,34.97,99.68
57.0453,7.7,0.5,4.65,1595,150,1100,0.03,0.1,45.45,99.95
56.9809,5.3,0.5,4.65,1660,330,1400,0.03,0.1,78.57,99.91
56.9809,5.3,0.5,4.65,1660,330,1200,0.03,0.1,91.67,99.94
56.9809,5.3,0.5,4.65,1660,300,1400,0.03,0.1,71.43,99.76
56.9809,5.3,0.5,4.65,1660,300,1200,0.03,0.1,83.33,99.88
56.9809,5.3,0.5,4.65,1660,270,1400,0.03,0.1,64.29,99.72
56.9809,5.3,0.5,4.65,1660,270,1200,0.03,0.1,75.00,99.89
89.6694,320,0.38,8.9,1071,495,450,0.03,0.08,458.33,96.55
89.6694,320,0.38,8.9,1071,495,400,0.03,0.07,589.29,96.56
89.6694,320,0.38,8.9,1071,495,350,0.03,0.06,785.71,98.28
89.6694,320,0.38,8.9,1071,495,300,0.03,0.09,611.11,97.53
89.6694,320,0.38,8.9,1071,485,450,0.03,0.06,598.77,98.69
89.6694,320,0.38,8.9,1071,485,400,0.03,0.09,449.07,98.09
89.6694,320,0.38,8.9,1071,485,350,0.03,0.08,577.38,97.58
89.6694,320,0.38,8.9,1071,485,300,0.03,0.07,769.84,97.68
89.6694,320,0.38,8.9,1071,475,450,0.03,0.09,390.95,98.09
89.6694,320,0.38,8.9,1071,475,400,0.03,0.08,494.79,98.04
89.6694,320,0.38,8.9,1071,475,350,0.03,0.07,646.26,97.79
89.6694,320,0.38,8.9,1071,475,300,0.03,0.06,879.63,98.43
89.6694,320,0.38,8.9,1071,465,450,0.03,0.07,492.06,97.42
89.6694,320,0.38,8.9,1071,465,400,0.03,0.06,645.83,97.72
89.6694,320,0.38,8.9,1071,465,350,0.03,0.09,492.06,97.89
89.6694,320,0.38,8.9,1071,465,300,0.03,0.08,645.83,98.23
65.3334,21.4,0.5,8,1375,195,800,0.02,0.06,203.13,99.97
65.3334,21.4,0.5,8,1375,195,1100,0.02,0.06,147.73,99.98
65.3334,21.4,0.5,8,1375,195,800,0.02,0.09,135.42,99.97
65.3334,21.4,0.5,8,1375,195,1400,0.02,0.06,116.07,99.97
65.3334,21.4,0.5,8,1375,195,800,0.02,0.12,101.56,99.99
65.3334,21.4,0.5,8,1375,195,1100,0.02,0.09,98.48,99.96
65.3334,21.4,0.5,8,1375,195,1400,0.02,0.09,77.38,99.79
65.3334,21.4,0.5,8,1375,195,1100,0.02,0.12,73.86,99.78
65.3334,21.4,0.5,8,1375,195,1400,0.02,0.12,58.04,98.74
67.0729,146,0.88414745,2.67,570,350,500,0.06,0.045,259.26,99.29
67.0729,146,0.88414745,2.67,570,250,2500,0.06,0.075,22.22,96.55
67.0729,146,0.88414745,2.67,570,250,1500,0.06,0.045,61.73,98.76
67.0729,146,0.88414745,2.67,570,250,1500,0.06,0.105,26.46,98.90
67.0729,146,0.88414745,2.67,570,250,1500,0.03,0.105,52.91,99.28
67.0729,146,0.88414745,2.67,570,250,500,0.06,0.075,111.11,95.84
67.0729,146,0.88414745,2.67,570,150,500,0.06,0.045,111.11,98.87
70.09689031,19.6648,0.5,8.74,1423,400,2050,0.025,0.06,130.08,100.00
70.09689031,19.6648,0.5,8.74,1423,339.19,3209.48,0.025,0.078,54.20,95.72
70.09689031,19.6648,0.5,8.74,1423,339.19,3209.48,0.025,0.042,100.65,98.83
70.09689031,19.6648,0.5,8.74,1423,339.19,890.52,0.025,0.078,195.33,99.90
70.09689031,19.6648,0.5,8.74,1423,339.19,890.52,0.025,0.042,362.75,99.94
70.09689031,19.6648,0.5,8.74,1423,250,4000,0.025,0.06,41.67,90.45
70.09689031,19.6648,0.5,8.74,1423,250,2050,0.025,0.09,54.20,95.72
70.09689031,19.6648,0.5,8.74,1423,250,2050,0.025,0.06,81.30,98.03
70.09689031,19.6648,0.5,8.74,1423,250,2050,0.025,0.03,162.60,98.79
70.09689031,19.6648,0.5,8.74,1423,250,100,0.025,0.06,1666.67,91.67
70.09689031,19.6648,0.5,8.74,1423,160.81,3209.48,0.025,0.042,47.72,85.94
70.09689031,19.6648,0.5,8.74,1423,160.81,890.52,0.025,0.078,92.61,98.91
70.09689031,19.6648,0.5,8.74,1423,160.81,890.52,0.025,0.042,171.98,97.29
70.1744,219.099056,0.909948187,2.692896,577,350,3000,0.03,0.13,29.91,90.78
70.1744,219.099056,0.909948187,2.692896,577,350,2400,0.03,0.13,37.39,96.53
70.1744,219.099056,0.909948187,2.692896,577,350,2000,0.03,0.13,44.87,97.92
70.1744,219.099056,0.909948187,2.692896,577,350,1600,0.03,0.13,56.09,98.86
70.1744,219.099056,0.909948187,2.692896,577,350,1200,0.03,0.13,74.79,98.56
70.1744,219.099056,0.909948187,2.692896,577,250,2400,0.03,0.13,26.71,96.98
70.1744,219.099056,0.909948187,2.692896,577,250,2000,0.03,0.13,32.05,97.38
70.1744,219.099056,0.909948187,2.692896,577,250,1600,0.03,0.13,40.06,97.82
70.1744,219.099056,0.909948187,2.692896,577,250,1200,0.03,0.13,53.42,99.55
70.1744,219.099056,0.909948187,2.692896,577,250,800,0.03,0.13,80.13,99.11
69.3445,216.434305,0.919948187,2.685755,577,350,3000,0.03,0.13,29.91,97.46
69.3445,216.434305,0.919948187,2.685755,577,350,2400,0.03,0.13,37.39,98.93
69.3445,216.434305,0.919948187,2.685755,577,350,2000,0.03,0.13,44.87,99.53
69.3445,216.434305,0.919948187,2.685755,577,350,1600,0.03,0.13,56.09,99.41
69.3445,216.434305,0.919948187,2.685755,577,350,1200,0.03,0.13,74.79,98.88
69.3445,216.434305,0.919948187,2.685755,577,250,2400,0.03,0.13,26.71,95.22
69.3445,216.434305,0.919948187,2.685755,577,250,2000,0.03,0.13,32.05,99.16
69.3445,216.434305,0.919948187,2.685755,577,250,1600,0.03,0.13,40.06,99.43
69.3445,216.434305,0.919948187,2.685755,577,250,1200,0.03,0.13,53.42,99.54
69.3445,216.434305,0.919948187,2.685755,577,250,800,0.03,0.13,80.13,99.69
65.7712,204.960688,0.963005181,2.655008,577,350,3000,0.03,0.13,29.91,97.61
65.7712,204.960688,0.963005181,2.655008,577,350,2400,0.03,0.13,37.39,99.39
65.7712,204.960688,0.963005181,2.655008,577,350,2000,0.03,0.13,44.87,99.63
65.7712,204.960688,0.963005181,2.655008,577,350,1600,0.03,0.13,56.09,99.52
65.7712,204.960688,0.963005181,2.655008,577,350,1200,0.03,0.13,74.79,97.14
65.7712,204.960688,0.963005181,2.655008,577,250,2400,0.03,0.13,26.71,97.40
65.7712,204.960688,0.963005181,2.655008,577,250,2000,0.03,0.13,32.05,99.65
65.7712,204.960688,0.963005181,2.655008,577,250,1600,0.03,0.13,40.06,99.82
65.7712,204.960688,0.963005181,2.655008,577,250,1200,0.03,0.13,53.42,99.91
65.7712,204.960688,0.963005181,2.655008,577,250,800,0.03,0.13,80.13,97.76
64.3479,200.390571,0.98015544,2.642761,577,350,3000,0.03,0.13,29.91,97.48
64.3479,200.390571,0.98015544,2.642761,577,350,2400,0.03,0.13,37.39,98.04
64.3479,200.390571,0.98015544,2.642761,577,350,2000,0.03,0.13,44.87,99.29
64.3479,200.390571,0.98015544,2.642761,577,350,1600,0.03,0.13,56.09,99.56
64.3479,200.390571,0.98015544,2.642761,577,350,1200,0.03,0.13,74.79,96.92
64.3479,200.390571,0.98015544,2.642761,577,250,2400,0.03,0.13,26.71,98.26
64.3479,200.390571,0.98015544,2.642761,577,250,2000,0.03,0.13,32.05,98.41
64.3479,200.390571,0.98015544,2.642761,577,250,1600,0.03,0.13,40.06,99.87
64.3479,200.390571,0.98015544,2.642761,577,250,1200,0.03,0.13,53.42,99.81
64.3479,200.390571,0.98015544,2.642761,577,250,800,0.03,0.13,80.13,98.20
70.5872,220.424528,0.904974093,2.696448,605,350,3000,0.03,0.13,29.91,97.02
70.5872,220.424528,0.904974093,2.696448,605,350,2400,0.03,0.13,37.39,95.79
70.5872,220.424528,0.904974093,2.696448,605,350,2000,0.03,0.13,44.87,98.86
70.5872,220.424528,0.904974093,2.696448,605,350,1600,0.03,0.13,56.09,99.48
70.5872,220.424528,0.904974093,2.696448,605,350,1200,0.03,0.13,74.79,99.20
70.5872,220.424528,0.904974093,2.696448,605,250,2400,0.03,0.13,26.71,93.33
70.5872,220.424528,0.904974093,2.696448,605,250,2000,0.03,0.13,32.05,98.02
70.5872,220.424528,0.904974093,2.696448,605,250,1600,0.03,0.13,40.06,97.83
70.5872,220.424528,0.904974093,2.696448,605,250,1200,0.03,0.13,53.42,99.35
70.5872,220.424528,0.904974093,2.696448,605,250,800,0.03,0.13,80.13,98.53
70.7936,221.087264,0.902487047,2.698224,632,350,3000,0.03,0.13,29.91,91.21
70.7936,221.087264,0.902487047,2.698224,632,350,2400,0.03,0.13,37.39,92.94
70.7936,221.087264,0.902487047,2.698224,632,350,2000,0.03,0.13,44.87,97.35
70.7936,221.087264,0.902487047,2.698224,632,350,1600,0.03,0.13,56.09,99.50
70.7936,221.087264,0.902487047,2.698224,632,350,1200,0.03,0.13,74.79,99.35
70.7936,221.087264,0.902487047,2.698224,632,250,2400,0.03,0.13,26.71,91.23
70.7936,221.087264,0.902487047,2.698224,632,250,2000,0.03,0.13,32.05,93.24
70.7936,221.087264,0.902487047,2.698224,632,250,1600,0.03,0.13,40.06,99.61
70.7936,221.087264,0.902487047,2.698224,632,250,1200,0.03,0.13,53.42,99.24
70.7936,221.087264,0.902487047,2.698224,632,250,800,0.03,0.13,80.13,99.48
65.3334,21.4,0.5,8,1375,200,400,0.03,0.09,185.19,97.17
65.3334,21.4,0.5,8,1375,170,400,0.03,0.09,157.41,98.37
65.3334,21.4,0.5,8,1375,200,400,0.03,0.11,151.52,98.73
65.3334,21.4,0.5,8,1375,140,400,0.03,0.09,129.63,99.91
65.3334,21.4,0.5,8,1375,170,400,0.03,0.11,128.79,99.53
65.3334,21.4,0.5,8,1375,200,400,0.03,0.13,128.21,99.33
65.3334,21.4,0.5,8,1375,170,400,0.03,0.13,108.97,99.51
65.3334,21.4,0.5,8,1375,140,400,0.03,0.11,106.06,99.78
65.3334,21.4,0.5,8,1375,200,800,0.03,0.09,92.59,99.53
65.3334,21.4,0.5,8,1375,140,400,0.03,0.13,89.74,99.44
65.3334,21.4,0.5,8,1375,170,800,0.03,0.09,78.70,99.80
65.3334,21.4,0.5,8,1375,200,800,0.03,0.11,75.76,99.49
65.3334,21.4,0.5,8,1375,140,800,0.03,0.09,64.81,100.00
65.3334,21.4,0.5,8,1375,170,800,0.03,0.11,64.39,99.91
65.3334,21.4,0.5,8,1375,200,800,0.03,0.13,64.10,99.15
65.3334,21.4,0.5,8,1375,200,1200,0.03,0.09,61.73,99.24
65.3334,21.4,0.5,8,1375,170,800,0.03,0.13,54.49,98.91
65.3334,21.4,0.5,8,1375,140,800,0.03,0.11,53.03,98.68
65.3334,21.4,0.5,8,1375,170,1200,0.03,0.09,52.47,99.60
65.3334,21.4,0.5,8,1375,200,1200,0.03,0.11,50.51,98.26
65.3334,21.4,0.5,8,1375,140,800,0.03,0.13,44.87,97.39
65.3334,21.4,0.5,8,1375,140,1200,0.03,0.09,43.21,96.65
65.3334,21.4,0.5,8,1375,170,1200,0.03,0.11,42.93,96.63
65.3334,21.4,0.5,8,1375,200,1200,0.03,0.13,42.74,95.65
65.3334,21.4,0.5,8,1375,170,1200,0.03,0.13,36.32,90.65
65.3334,21.4,0.5,8,1375,140,1200,0.03,0.11,35.35,94.02
65.3334,21.4,0.5,8,1375,140,1200,0.03,0.13,29.91,79.24
64.2252,52,0.47,7.85,1480.57,370,2202.380952,0.03,0.07,80.00,98.29
64.2252,52,0.47,7.85,1480.57,370,1957.671958,0.03,0.07,90.00,98.57
64.2252,52,0.47,7.85,1480.57,370,1761.904762,0.03,0.07,100.00,99.00
64.2252,52,0.47,7.85,1480.57,370,1601.731602,0.03,0.07,110.00,99.42
64.2252,52,0.47,7.85,1480.57,350,2083.333333,0.03,0.07,80.00,98.70
64.2252,52,0.47,7.85,1480.57,350,1851.851852,0.03,0.07,90.00,98.59
64.2252,52,0.47,7.85,1480.57,350,1666.666667,0.03,0.07,100.00,99.01
64.2252,52,0.47,7.85,1480.57,350,1515.151515,0.03,0.07,110.00,98.79
64.2252,52,0.47,7.85,1480.57,325,1934.52381,0.03,0.07,80.00,98.73
64.2252,52,0.47,7.85,1480.57,325,1719.57672,0.03,0.07,90.00,99.20
64.2252,52,0.47,7.85,1480.57,325,1547.619048,0.03,0.07,100.00,99.54
64.2252,52,0.47,7.85,1480.57,325,1406.926407,0.03,0.07,110.00,99.35
64.2252,52,0.47,7.85,1480.57,300,1785.714286,0.03,0.07,80.00,99.11
64.2252,52,0.47,7.85,1480.57,300,1587.301587,0.03,0.07,90.00,99.62
64.2252,52,0.47,7.85,1480.57,300,1428.571429,0.03,0.07,100.00,99.86
64.2252,52,0.47,7.85,1480.57,300,1298.701299,0.03,0.07,110.00,99.20
64.2252,52,0.47,7.85,1480.57,275,1636.904762,0.03,0.07,80.00,99.13
64.2252,52,0.47,7.85,1480.57,275,1455.026455,0.03,0.07,90.00,99.11
64.2252,52,0.47,7.85,1480.57,275,1309.52381,0.03,0.07,100.00,99.30
64.2252,52,0.47,7.85,1480.57,275,1190.47619,0.03,0.07,110.00,99.08
64.2252,52,0.47,7.85,1480.57,250,1488.095238,0.03,0.07,80.00,99.06
64.2252,52,0.47,7.85,1480.57,250,1322.751323,0.03,0.07,90.00,99.20
64.2252,52,0.47,7.85,1480.57,250,1190.47619,0.03,0.07,100.00,99.70
64.2252,52,0.47,7.85,1480.57,250,1082.251082,0.03,0.07,110.00,99.20
64.2252,52,0.47,7.85,1480.57,225,1339.285714,0.03,0.07,80.00,99.13
64.2252,52,0.47,7.85,1480.57,225,1190.47619,0.03,0.07,90.00,99.92
64.2252,52,0.47,7.85,1480.57,225,1071.428571,0.03,0.07,100.00,99.52
64.2252,52,0.47,7.85,1480.57,225,974.025974,0.03,0.07,110.00,99.15
64.2252,52,0.47,7.85,1480.57,200,1190.47619,0.03,0.07,80.00,100.00
64.2252,52,0.47,7.85,1480.57,200,1058.201058,0.03,0.07,90.00,99.30
64.2252,52,0.47,7.85,1480.57,200,952.3809524,0.03,0.07,100.00,99.98
64.2252,52,0.47,7.85,1480.57,200,865.8008658,0.03,0.07,110.00,99.39
64.2252,52,0.47,7.85,1480.57,175,1041.666667,0.03,0.07,80.00,99.56
64.2252,52,0.47,7.85,1480.57,175,925.9259259,0.03,0.07,90.00,99.44
64.2252,52,0.47,7.85,1480.57,175,833.3333333,0.03,0.07,100.00,99.36
64.2252,52,0.47,7.85,1480.57,175,757.5757576,0.03,0.07,110.00,99.41
64.2252,52,0.47,7.85,1480.57,150,892.8571429,0.03,0.07,80.00,99.05
64.2252,52,0.47,7.85,1480.57,150,793.6507937,0.03,0.07,90.00,99.22
64.2252,52,0.47,7.85,1480.57,150,714.2857143,0.03,0.07,100.00,99.69
64.2252,52,0.47,7.85,1480.57,150,649.3506494,0.03,0.07,110.00,99.83
64.2252,52,0.47,7.85,1480.57,125,744.047619,0.03,0.07,80.00,99.03
64.2252,52,0.47,7.85,1480.57,125,661.3756614,0.03,0.07,90.00,98.59
64.2252,52,0.47,7.85,1480.57,125,595.2380952,0.03,0.07,100.00,98.96
64.2252,52,0.47,7.85,1480.57,125,541.1255411,0.03,0.07,110.00,99.42
64.2252,52,0.47,7.85,1480.57,100,595.2380952,0.03,0.07,80.00,96.65
64.2252,52,0.47,7.85,1480.57,100,529.1005291,0.03,0.07,90.00,97.16
64.2252,52,0.47,7.85,1480.57,100,476.1904762,0.03,0.07,100.00,96.90
64.2252,52,0.47,7.85,1480.57,100,432.9004329,0.03,0.07,110.00,98.68
73.8121,51.3,1,1.84,640,160,1125,0.03,0.08,59.26,99.47
73.8121,51.3,1,1.84,640,160,1125,0.03,0.09,52.67,99.53
73.8121,51.3,1,1.84,640,160,1125,0.03,0.1,47.41,99.26
73.8121,51.3,1,1.84,640,160,1125,0.03,0.11,43.10,98.80
73.8121,51.3,1,1.84,640,160,1050,0.03,0.08,63.49,99.55
73.8121,51.3,1,1.84,640,160,1050,0.03,0.09,56.44,99.44
73.8121,51.3,1,1.84,640,160,1050,0.03,0.1,50.79,99.33
73.8121,51.3,1,1.84,640,160,1050,0.03,0.11,46.18,99.28
73.8121,51.3,1,1.84,640,160,975,0.03,0.08,68.38,99.22
73.8121,51.3,1,1.84,640,160,975,0.03,0.09,60.78,99.51
73.8121,51.3,1,1.84,640,160,975,0.03,0.1,54.70,99.29
73.8121,51.3,1,1.84,640,160,975,0.03,0.11,49.73,99.08
73.8121,51.3,1,1.84,640,160,900,0.03,0.08,74.07,98.74
73.8121,51.3,1,1.84,640,160,900,0.03,0.09,65.84,99.23
73.8121,51.3,1,1.84,640,160,900,0.03,0.1,59.26,99.05
73.8121,51.3,1,1.84,640,160,900,0.03,0.11,53.87,99.22
67.0729,146,0.88414745,2.67,570,100,1000,0.04,0.05,50.00,96.90
67.0729,146,0.88414745,2.67,570,100,1000,0.04,0.1,25.00,96.30
67.0729,146,0.88414745,2.67,570,100,750,0.04,0.05,66.67,96.80
67.0729,146,0.88414745,2.67,570,100,750,0.04,0.1,33.33,97.40
67.0729,146,0.88414745,2.67,570,100,500,0.04,0.05,100.00,97.70
67.0729,146,0.88414745,2.67,570,100,500,0.04,0.1,50.00,95.80
67.0729,146,0.88414745,2.67,570,100,250,0.04,0.05,200.00,95.60
67.0729,146,0.88414745,2.67,570,100,250,0.04,0.1,100.00,96.30
56.848,6.7,0.5263,4.43,1684,160,1560,0.03,0.1,34.19,100.00
56.848,6.7,0.5263,4.43,1684,160,1440,0.03,0.1,37.04,99.99
56.848,6.7,0.5263,4.43,1684,160,1320,0.03,0.1,40.40,99.85
56.848,6.7,0.5263,4.43,1684,160,1200,0.03,0.1,44.44,99.99
56.848,6.7,0.5263,4.43,1684,160,1080,0.03,0.1,49.38,99.83
56.848,6.7,0.5263,4.43,1684,160,960,0.03,0.1,55.56,100.00
56.848,6.7,0.5263,4.43,1684,160,840,0.03,0.1,63.49,99.98
56.848,6.7,0.5263,4.43,1684,160,720,0.03,0.1,74.07,99.99
56.848,6.7,0.5263,4.43,1684,160,600,0.03,0.1,88.89,100.00
56.848,6.7,0.5263,4.43,1684,160,480,0.03,0.1,111.11,99.37
56.848,6.7,0.5263,4.43,1684,160,360,0.03,0.1,148.15,97.17
56.848,6.7,0.5263,4.43,1684,120,1560,0.03,0.1,25.64,94.10
56.848,6.7,0.5263,4.43,1684,120,1440,0.03,0.1,27.78,96.02
56.848,6.7,0.5263,4.43,1684,120,1320,0.03,0.1,30.30,98.18
56.848,6.7,0.5263,4.43,1684,120,1200,0.03,0.1,33.33,99.85
56.848,6.7,0.5263,4.43,1684,120,1080,0.03,0.1,37.04,99.73
56.848,6.7,0.5263,4.43,1684,120,960,0.03,0.1,41.67,99.86
56.848,6.7,0.5263,4.43,1684,120,840,0.03,0.1,47.62,99.94
56.848,6.7,0.5263,4.43,1684,120,720,0.03,0.1,55.56,99.94
56.848,6.7,0.5263,4.43,1684,120,600,0.03,0.1,66.67,99.56
56.848,6.7,0.5263,4.43,1684,120,480,0.03,0.1,83.33,97.97
56.848,6.7,0.5263,4.43,1684,120,360,0.03,0.1,111.11,94.18
56.848,6.7,0.5263,4.43,1684,80,1560,0.03,0.1,17.09,87.76
